bomtitle,bomlink,year,login_link,imdb_idList,imdb_genre_textList,Genre_0,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7
Magnolia,https://www.boxofficemojo.com/release/rl2522908161/?ref_=bo_yld_table_99,2000,https://pro.imdb.com/title/tt0175880?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0175880,['Drama'],Drama,,,,,,,
Battlefield Earth,https://www.boxofficemojo.com/release/rl3678766593/?ref_=bo_yld_table_100,2000,https://pro.imdb.com/title/tt0185183?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0185183,"['Action', 'Adventure', 'Sci-Fi']",Action,Adventure,Sci-Fi,,,,,
Urban Legends: Final Cut,https://www.boxofficemojo.com/release/rl830047745/?ref_=bo_yld_table_101,2000,https://pro.imdb.com/title/tt0192731?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0192731,"['Horror', 'Mystery', 'Thriller']",Horror,Mystery,Thriller,,,,,
Down to You,https://www.boxofficemojo.com/release/rl1900971521/?ref_=bo_yld_table_102,2000,https://pro.imdb.com/title/tt0186975?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0186975,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Wonder Boys,https://www.boxofficemojo.com/release/rl796558849/?ref_=bo_yld_table_103,2000,https://pro.imdb.com/title/tt0185014?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0185014,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Anna and the King,https://www.boxofficemojo.com/release/rl759334401/?ref_=bo_yld_table_104,2000,https://pro.imdb.com/title/tt0166485?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0166485,"['Drama', 'History', 'Romance']",Drama,History,Romance,,,,,
The Ninth Gate,https://www.boxofficemojo.com/release/rl1533511169/?ref_=bo_yld_table_105,2000,https://pro.imdb.com/title/tt0142688?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0142688,"['Mystery', 'Thriller']",Mystery,Thriller,,,,,,
Dracula 2000,https://www.boxofficemojo.com/release/rl1515095553/?ref_=bo_yld_table_106,2000,https://pro.imdb.com/title/tt0219653?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0219653,"['Action', 'Fantasy', 'Horror', 'Thriller']",Action,Fantasy,Horror,Thriller,,,,
The Contender,https://www.boxofficemojo.com/release/rl3410658817/?ref_=bo_yld_table_107,2000,https://pro.imdb.com/title/tt0208874?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0208874,"['Drama', 'Thriller']",Drama,Thriller,,,,,,
The Sixth Sense,https://www.boxofficemojo.com/release/rl3527509505/?ref_=bo_yld_table_108,2000,https://pro.imdb.com/title/tt0167404?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0167404,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
Small Time Crooks,https://www.boxofficemojo.com/release/rl896566785/?ref_=bo_yld_table_109,2000,https://pro.imdb.com/title/tt0196216?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0196216,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
Red Planet,https://www.boxofficemojo.com/release/rl1533904385/?ref_=bo_yld_table_110,2000,https://pro.imdb.com/title/tt0199753?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0199753,"['Action', 'Sci-Fi', 'Thriller']",Action,Sci-Fi,Thriller,,,,,
Center Stage,https://www.boxofficemojo.com/release/rl3880289793/?ref_=bo_yld_table_111,2000,https://pro.imdb.com/title/tt0210616?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0210616,"['Drama', 'Music', 'Romance']",Drama,Music,Romance,,,,,
Best in Show,https://www.boxofficemojo.com/release/rl2302969345/?ref_=bo_yld_table_112,2000,https://pro.imdb.com/title/tt0218839?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0218839,['Comedy'],Comedy,,,,,,,
Boiler Room,https://www.boxofficemojo.com/release/rl1648788993/?ref_=bo_yld_table_113,2000,https://pro.imdb.com/title/tt0181984?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0181984,"['Crime', 'Drama', 'Thriller']",Crime,Drama,Thriller,,,,,
Billy Elliot,https://www.boxofficemojo.com/release/rl1598522881/?ref_=bo_yld_table_114,2000,https://pro.imdb.com/title/tt0249462?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0249462,"['Drama', 'Music']",Drama,Music,,,,,,
Lost Souls,https://www.boxofficemojo.com/release/rl2204206593/?ref_=bo_yld_table_115,2000,https://pro.imdb.com/title/tt0160484?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0160484,"['Drama', 'Horror', 'Thriller']",Drama,Horror,Thriller,,,,,
Eye of the Beholder,https://www.boxofficemojo.com/release/rl3209725441/?ref_=bo_yld_table_116,2000,https://pro.imdb.com/title/tt0120662?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120662,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
Thomas and the Magic Railroad,https://www.boxofficemojo.com/release/rl1198818817/?ref_=bo_yld_table_117,2000,https://pro.imdb.com/title/tt0205461?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0205461,"['Adventure', 'Comedy', 'Drama']",Adventure,Comedy,Drama,,,,,
Loser,https://www.boxofficemojo.com/release/rl2556528129/?ref_=bo_yld_table_118,2000,https://pro.imdb.com/title/tt0217630?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0217630,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Drowning Mona,https://www.boxofficemojo.com/release/rl2454619649/?ref_=bo_yld_table_119,2000,https://pro.imdb.com/title/tt0186045?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0186045,"['Comedy', 'Crime', 'Mystery']",Comedy,Crime,Mystery,,,,,
Bait,https://www.boxofficemojo.com/release/rl3141895681/?ref_=bo_yld_table_120,2000,https://pro.imdb.com/title/tt0211938?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0211938,"['Action', 'Comedy', 'Crime']",Action,Comedy,Crime,,,,,
American Psycho,https://www.boxofficemojo.com/release/rl2655225345/?ref_=bo_yld_table_121,2000,https://pro.imdb.com/title/tt0144084?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0144084,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,
Get Carter,https://www.boxofficemojo.com/release/rl4233463297/?ref_=bo_yld_table_122,2000,https://pro.imdb.com/title/tt0208988?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0208988,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
The Next Best Thing,https://www.boxofficemojo.com/release/rl1063749121/?ref_=bo_yld_table_123,2000,https://pro.imdb.com/title/tt0156841?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0156841,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Man on the Moon,https://www.boxofficemojo.com/release/rl560170497/?ref_=bo_yld_table_124,2000,https://pro.imdb.com/title/tt0125664?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0125664,"['Biography', 'Comedy', 'Drama']",Biography,Comedy,Drama,,,,,
Snow Falling on Cedars,https://www.boxofficemojo.com/release/rl108037633/?ref_=bo_yld_table_125,2000,https://pro.imdb.com/title/tt0120834?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120834,"['Drama', 'Mystery', 'Romance', 'Thriller']",Drama,Mystery,Romance,Thriller,,,,
Michael Jordan to the Max,https://www.boxofficemojo.com/release/rl1348306433/?ref_=bo_yld_table_126,2000,https://pro.imdb.com/title/tt0245280?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0245280,"['Documentary', 'Sport']",Documentary,Sport,,,,,,
Supernova,https://www.boxofficemojo.com/release/rl4134700545/?ref_=bo_yld_table_127,2000,https://pro.imdb.com/title/tt0134983?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0134983,"['Horror', 'Sci-Fi', 'Thriller']",Horror,Sci-Fi,Thriller,,,,,
Dungeons & Dragons,https://www.boxofficemojo.com/release/rl3645801985/?ref_=bo_yld_table_128,2000,https://pro.imdb.com/title/tt0190374?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0190374,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
The Ladies Man,https://www.boxofficemojo.com/release/rl811566593/?ref_=bo_yld_table_129,2000,https://pro.imdb.com/title/tt0213790?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0213790,['Comedy'],Comedy,,,,,,,
The Little Vampire,https://www.boxofficemojo.com/release/rl794920449/?ref_=bo_yld_table_130,2000,https://pro.imdb.com/title/tt0192255?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0192255,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Adventure,Comedy,Family,Fantasy,,,,
Dr. T & the Women,https://www.boxofficemojo.com/release/rl2538505729/?ref_=bo_yld_table_131,2000,https://pro.imdb.com/title/tt0205271?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0205271,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
The Crew,https://www.boxofficemojo.com/release/rl1414366721/?ref_=bo_yld_table_132,2000,https://pro.imdb.com/title/tt0198386?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0198386,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
Everest,https://www.boxofficemojo.com/release/rl508593665/?ref_=bo_yld_table_133,2000,https://pro.imdb.com/title/tt0120661?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120661,"['Documentary', 'Short']",Documentary,Short,,,,,,
Angela's Ashes,https://www.boxofficemojo.com/release/rl3611526657/?ref_=bo_yld_table_134,2000,https://pro.imdb.com/title/tt0145653?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0145653,['Drama'],Drama,,,,,,,
Highlander: Endgame,https://www.boxofficemojo.com/release/rl1331267073/?ref_=bo_yld_table_135,2000,https://pro.imdb.com/title/tt0144964?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0144964,"['Action', 'Adventure', 'Fantasy']",Action,Adventure,Fantasy,,,,,
Ready to Rumble,https://www.boxofficemojo.com/release/rl594380289/?ref_=bo_yld_table_136,2000,https://pro.imdb.com/title/tt0217756?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0217756,"['Comedy', 'Sport']",Comedy,Sport,,,,,,
"Crouching Tiger, Hidden Dragon",https://www.boxofficemojo.com/release/rl2739766785/?ref_=bo_yld_table_137,2000,https://pro.imdb.com/title/tt0190332?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0190332,"['Action', 'Adventure', 'Fantasy', 'Romance']",Action,Adventure,Fantasy,Romance,,,,
Saving Grace,https://www.boxofficemojo.com/release/rl2456782337/?ref_=bo_yld_table_138,2000,https://pro.imdb.com/title/tt0195234?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0195234,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
The Legend of Drunken Master,https://www.boxofficemojo.com/release/rl912164353/?ref_=bo_yld_table_139,2000,https://pro.imdb.com/title/tt0111512?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0111512,"['Action', 'Comedy']",Action,Comedy,,,,,,
The World Is Not Enough,https://www.boxofficemojo.com/release/rl3598419457/?ref_=bo_yld_table_140,2000,https://pro.imdb.com/title/tt0143145?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0143145,"['Action', 'Adventure', 'Thriller']",Action,Adventure,Thriller,,,,,
Here on Earth,https://www.boxofficemojo.com/release/rl106530305/?ref_=bo_yld_table_141,2000,https://pro.imdb.com/title/tt0195778?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0195778,"['Drama', 'Romance']",Drama,Romance,,,,,,
Lucky Numbers,https://www.boxofficemojo.com/release/rl2086700545/?ref_=bo_yld_table_142,2000,https://pro.imdb.com/title/tt0219952?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0219952,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
Godzilla 2000,https://www.boxofficemojo.com/release/rl3176433153/?ref_=bo_yld_table_143,2000,https://pro.imdb.com/title/tt0188640?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0188640,"['Action', 'Adventure', 'Drama']",Action,Adventure,Drama,,,,,
3 Strikes,https://www.boxofficemojo.com/release/rl2168555009/?ref_=bo_yld_table_144,2000,https://pro.imdb.com/title/tt0199290?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0199290,['Comedy'],Comedy,,,,,,,
Digimon: The Movie,https://www.boxofficemojo.com/release/rl2924447233/?ref_=bo_yld_table_145,2000,https://pro.imdb.com/title/tt0259974?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0259974,"['Action', 'Adventure', 'Animation', 'Family', 'Sci-Fi']",Action,Adventure,Animation,Family,Sci-Fi,,,
The End of the Affair,https://www.boxofficemojo.com/release/rl2253489665/?ref_=bo_yld_table_146,2000,https://pro.imdb.com/title/tt0172396?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0172396,"['Drama', 'Romance']",Drama,Romance,,,,,,
Sleepy Hollow,https://www.boxofficemojo.com/release/rl3480323585/?ref_=bo_yld_table_147,2000,https://pro.imdb.com/title/tt0162661?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0162661,"['Fantasy', 'Horror', 'Mystery']",Fantasy,Horror,Mystery,,,,,
Boys Don't Cry,https://www.boxofficemojo.com/release/rl4131816961/?ref_=bo_yld_table_148,2000,https://pro.imdb.com/title/tt0171804?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0171804,"['Biography', 'Crime', 'Drama']",Biography,Crime,Drama,,,,,
Whatever It Takes,https://www.boxofficemojo.com/release/rl4034430465/?ref_=bo_yld_table_149,2000,https://pro.imdb.com/title/tt0202402?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0202402,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Cirque du Soleil: Journey of Man,https://www.boxofficemojo.com/release/rl3964372481/?ref_=bo_yld_table_150,2000,https://pro.imdb.com/title/tt0213749?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0213749,"['Drama', 'Family', 'Short']",Drama,Family,Short,,,,,
Play It to the Bone,https://www.boxofficemojo.com/release/rl1030456833/?ref_=bo_yld_table_151,2000,https://pro.imdb.com/title/tt0196857?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0196857,"['Comedy', 'Drama', 'Sport']",Comedy,Drama,Sport,,,,,
T-Rex: Back to the Cretaceous,https://www.boxofficemojo.com/release/rl2423752193/?ref_=bo_yld_table_152,2000,https://pro.imdb.com/title/tt0163862?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0163862,"['Adventure', 'Family', 'Fantasy']",Adventure,Family,Fantasy,,,,,
Galapagos,https://www.boxofficemojo.com/release/rl1599440385/?ref_=bo_yld_table_153,2000,https://pro.imdb.com/title/tt0163639?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0163639,"['Documentary', 'Short']",Documentary,Short,,,,,,
Screwed,https://www.boxofficemojo.com/release/rl3463415297/?ref_=bo_yld_table_154,2000,https://pro.imdb.com/title/tt0156323?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0156323,"['Comedy', 'Crime']",Comedy,Crime,,,,,,
All the Pretty Horses,https://www.boxofficemojo.com/release/rl2624292353/?ref_=bo_yld_table_155,2000,https://pro.imdb.com/title/tt0149624?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0149624,"['Drama', 'Romance', 'Western']",Drama,Romance,Western,,,,,
I Dreamed of Africa,https://www.boxofficemojo.com/release/rl3125708289/?ref_=bo_yld_table_156,2000,https://pro.imdb.com/title/tt0167203?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0167203,"['Adventure', 'Biography', 'Drama']",Adventure,Biography,Drama,,,,,
All About My Mother,https://www.boxofficemojo.com/release/rl1027835393/?ref_=bo_yld_table_157,2000,https://pro.imdb.com/title/tt0185125?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0185125,['Drama'],Drama,,,,,,,
Sunshine,https://www.boxofficemojo.com/release/rl2389870081/?ref_=bo_yld_table_158,2000,https://pro.imdb.com/title/tt0145503?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0145503,"['Drama', 'History', 'Romance', 'War']",Drama,History,Romance,War,,,,
What Planet Are You From?,https://www.boxofficemojo.com/release/rl3916989953/?ref_=bo_yld_table_159,2000,https://pro.imdb.com/title/tt0181151?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0181151,"['Comedy', 'Sci-Fi']",Comedy,Sci-Fi,,,,,,
Croupier,https://www.boxofficemojo.com/release/rl2756544001/?ref_=bo_yld_table_160,2000,https://pro.imdb.com/title/tt0159382?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0159382,"['Crime', 'Drama']",Crime,Drama,,,,,,
Topsy-Turvy,https://www.boxofficemojo.com/release/rl309822977/?ref_=bo_yld_table_161,2000,https://pro.imdb.com/title/tt0151568?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0151568,"['Biography', 'Comedy', 'Drama']",Biography,Comedy,Drama,,,,,
The Way of the Gun,https://www.boxofficemojo.com/release/rl1652065793/?ref_=bo_yld_table_162,2000,https://pro.imdb.com/title/tt0202677?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0202677,"['Action', 'Crime', 'Drama']",Action,Crime,Drama,,,,,
Where the Money Is,https://www.boxofficemojo.com/release/rl3313010177/?ref_=bo_yld_table_163,2000,https://pro.imdb.com/title/tt0149367?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0149367,"['Comedy', 'Crime', 'Drama']",Comedy,Crime,Drama,,,,,
The In Crowd,https://www.boxofficemojo.com/release/rl2572912129/?ref_=bo_yld_table_164,2000,https://pro.imdb.com/title/tt0163676?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0163676,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
Black & White,https://www.boxofficemojo.com/release/rl2370274817/?ref_=bo_yld_table_165,2000,https://pro.imdb.com/title/tt0165643?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0165643,"['Crime', 'Drama', 'Music']",Crime,Drama,Music,,,,,
Gossip,https://www.boxofficemojo.com/release/rl1062700545/?ref_=bo_yld_table_166,2000,https://pro.imdb.com/title/tt0176783?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0176783,"['Drama', 'Mystery', 'Thriller']",Drama,Mystery,Thriller,,,,,
Woman on Top,https://www.boxofficemojo.com/release/rl1048217089/?ref_=bo_yld_table_167,2000,https://pro.imdb.com/title/tt0206420?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0206420,"['Comedy', 'Fantasy', 'Romance']",Comedy,Fantasy,Romance,,,,,
End of Days,https://www.boxofficemojo.com/release/rl2270266881/?ref_=bo_yld_table_168,2000,https://pro.imdb.com/title/tt0146675?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0146675,"['Action', 'Fantasy', 'Horror']",Action,Fantasy,Horror,,,,,
Being John Malkovich,https://www.boxofficemojo.com/release/rl1834845697/?ref_=bo_yld_table_169,2000,https://pro.imdb.com/title/tt0120601?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0120601,"['Comedy', 'Drama', 'Fantasy']",Comedy,Drama,Fantasy,,,,,
The Virgin Suicides,https://www.boxofficemojo.com/release/rl3044640257/?ref_=bo_yld_table_170,2000,https://pro.imdb.com/title/tt0159097?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0159097,"['Drama', 'Romance']",Drama,Romance,,,,,,
Duets,https://www.boxofficemojo.com/release/rl4149118465/?ref_=bo_yld_table_171,2000,https://pro.imdb.com/title/tt0134630?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0134630,"['Comedy', 'Drama', 'Music']",Comedy,Drama,Music,,,,,
Held Up,https://www.boxofficemojo.com/release/rl945391105/?ref_=bo_yld_table_172,2000,https://pro.imdb.com/title/tt0165831?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0165831,['Comedy'],Comedy,,,,,,,
The Tao of Steve,https://www.boxofficemojo.com/release/rl2843051521/?ref_=bo_yld_table_173,2000,https://pro.imdb.com/title/tt0234853?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0234853,"['Comedy', 'Drama', 'Romance']",Comedy,Drama,Romance,,,,,
Dancer in the Dark,https://www.boxofficemojo.com/release/rl3276637697/?ref_=bo_yld_table_174,2000,https://pro.imdb.com/title/tt0168629?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0168629,"['Crime', 'Drama', 'Musical']",Crime,Drama,Musical,,,,,
East Is East,https://www.boxofficemojo.com/release/rl1011975681/?ref_=bo_yld_table_175,2000,https://pro.imdb.com/title/tt0166175?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0166175,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Whipped,https://www.boxofficemojo.com/release/rl930842113/?ref_=bo_yld_table_176,2000,https://pro.imdb.com/title/tt0174336?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0174336,"['Comedy', 'Romance']",Comedy,Romance,,,,,,
Finding Forrester,https://www.boxofficemojo.com/release/rl2907932161/?ref_=bo_yld_table_177,2000,https://pro.imdb.com/title/tt0181536?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0181536,['Drama'],Drama,,,,,,,
You Can Count on Me,https://www.boxofficemojo.com/release/rl2102035969/?ref_=bo_yld_table_178,2000,https://pro.imdb.com/title/tt0203230?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0203230,['Drama'],Drama,,,,,,,
CyberWorld,https://www.boxofficemojo.com/release/rl3779954177/?ref_=bo_yld_table_179,2000,https://pro.imdb.com/title/tt0233508?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0233508,"['Animation', 'Short']",Animation,Short,,,,,,
Chocolat,https://www.boxofficemojo.com/release/rl3209397761/?ref_=bo_yld_table_180,2000,https://pro.imdb.com/title/tt0241303?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0241303,"['Drama', 'Romance']",Drama,Romance,,,,,,
Extreme,https://www.boxofficemojo.com/release/rl3142616577/?ref_=bo_yld_table_181,2000,https://pro.imdb.com/title/tt0193925?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0193925,"['Documentary', 'Short']",Documentary,Short,,,,,,
Price of Glory,https://www.boxofficemojo.com/release/rl2540406273/?ref_=bo_yld_table_182,2000,https://pro.imdb.com/title/tt0188160?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0188160,"['Drama', 'Sport']",Drama,Sport,,,,,,
Sweet and Lowdown,https://www.boxofficemojo.com/release/rl913671681/?ref_=bo_yld_table_183,2000,https://pro.imdb.com/title/tt0158371?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0158371,"['Comedy', 'Drama', 'Music']",Comedy,Drama,Music,,,,,
Island of the Sharks,https://www.boxofficemojo.com/release/rl1146783233/?ref_=bo_yld_table_184,2000,https://pro.imdb.com/title/tt0182914?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0182914,"['Documentary', 'Short']",Documentary,Short,,,,,,
Ghost Dog: The Way of the Samurai,https://www.boxofficemojo.com/release/rl3495265793/?ref_=bo_yld_table_185,2000,https://pro.imdb.com/title/tt0165798?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0165798,"['Action', 'Crime', 'Drama', 'Thriller']",Action,Crime,Drama,Thriller,,,,
The Big Kahuna,https://www.boxofficemojo.com/release/rl222791169/?ref_=bo_yld_table_186,2000,https://pro.imdb.com/title/tt0189584?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0189584,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Beautiful,https://www.boxofficemojo.com/release/rl340035073/?ref_=bo_yld_table_187,2000,https://pro.imdb.com/title/tt0210567?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0210567,"['Comedy', 'Drama']",Comedy,Drama,,,,,,
Siegfried & Roy: The Magic Box,https://www.boxofficemojo.com/release/rl1499170305/?ref_=bo_yld_table_188,2000,https://pro.imdb.com/title/tt0182299?ref_=mojo_rl_summary&rf=mojo_rl_summary,tt0182299,"['Biography', 'Documentary']",Biography,Documentary,,,,,,
