,bomfilmtitle,filmimdb,year,notsample,filmrank,castrank,filmrole,actorname,actorimdb,birthyear,gender,race,bomlink,starpower-actor,name_id,bomtitle,releasedate,prior10weeksDate
8936,Bless Me Ultima,http://www.imdb.com/title/tt1390398/,2013,0,8,5,Cast,Castulo Guerra,http://www.imdb.com/name/nm0346003/,1945,m,hispanic,http://www.boxofficemojo.com/movies/?id=blessmeultima.htm,30032,nm0346003,Bless Me Ultima,2/22/2013,12/14/2012
8937,Blue Is the Warmest Color,http://www.imdb.com/title/tt2278871/,2013,1,5,1,Cast,Léa Seydoux,http://www.imdb.com/name/nm2244205/,,,,http://www.boxofficemojo.com/movies/?id=bluewarm.htm,1776,nm2244205,Blue Is the Warmest Color,10/25/2013,8/16/2013
8938,Blue Is the Warmest Color,http://www.imdb.com/title/tt2278871/,2013,1,6,2,Cast,Adèle Exarchopoulos,http://www.imdb.com/name/nm2650819/,,,,http://www.boxofficemojo.com/movies/?id=bluewarm.htm,9561,nm2650819,Blue Is the Warmest Color,10/25/2013,8/16/2013
8939,Blue Is the Warmest Color,http://www.imdb.com/title/tt2278871/,2013,1,7,3,Cast,Salim Kechiouche,http://www.imdb.com/name/nm0444248/,,,,http://www.boxofficemojo.com/movies/?id=bluewarm.htm,41226,nm0444248,Blue Is the Warmest Color,10/25/2013,8/16/2013
8940,Blue Is the Warmest Color,http://www.imdb.com/title/tt2278871/,2013,1,8,4,Cast,Aurélien Recoing,http://www.imdb.com/name/nm0714534/,,,,http://www.boxofficemojo.com/movies/?id=bluewarm.htm,50480,nm0714534,Blue Is the Warmest Color,10/25/2013,8/16/2013
8941,Blue Is the Warmest Color,http://www.imdb.com/title/tt2278871/,2013,1,9,5,Cast,Catherine Salée,http://www.imdb.com/name/nm1595165/,,,,http://www.boxofficemojo.com/movies/?id=bluewarm.htm,123346,nm1595165,Blue Is the Warmest Color,10/25/2013,8/16/2013
8942,Blue Jasmine,http://www.imdb.com/title/tt2334873/,2013,0,3,1,Cast,Cate Blanchett,http://www.imdb.com/name/nm0000949/,1969,f,white,http://www.boxofficemojo.com/movies/?id=bluejasmine.htm,83,nm0000949,Blue Jasmine,7/26/2013,5/17/2013
8943,Blue Jasmine,http://www.imdb.com/title/tt2334873/,2013,0,10,2,Cast,Sally Hawkins,http://www.imdb.com/name/nm1020089/,1976,f,white,http://www.boxofficemojo.com/movies/?id=bluejasmine.htm,3678,nm1020089,Blue Jasmine,7/26/2013,5/17/2013
8944,Blue Jasmine,http://www.imdb.com/title/tt2334873/,2013,0,7,3,Cast,Alec Baldwin,http://www.imdb.com/name/nm0000285/,1958,m,white,http://www.boxofficemojo.com/movies/?id=bluejasmine.htm,743,nm0000285,Blue Jasmine,7/26/2013,5/17/2013
8945,Blue Jasmine,http://www.imdb.com/title/tt2334873/,2013,0,44,4,Cast,Peter Sarsgaard,http://www.imdb.com/name/nm0765597/,1971,m,white,http://www.boxofficemojo.com/movies/?id=bluejasmine.htm,1132,nm0765597,Blue Jasmine,7/26/2013,5/17/2013
8946,Blue Jasmine,http://www.imdb.com/title/tt2334873/,2013,0,43,5,Cast,Louis C.K.,http://www.imdb.com/name/nm0127373/,1967,m,white,http://www.boxofficemojo.com/movies/?id=bluejasmine.htm,2105,nm0127373,Blue Jasmine,7/26/2013,5/17/2013
8947,Broken City,http://www.imdb.com/title/tt1235522/,2013,0,3,1,Cast,Mark Wahlberg,http://www.imdb.com/name/nm0000242/,1971,m,white,http://www.boxofficemojo.com/movies/?id=brokencity.htm,17,nm0000242,Broken City,1/18/2013,11/9/2012
8948,Broken City,http://www.imdb.com/title/tt1235522/,2013,0,4,2,Cast,Russell Crowe,http://www.imdb.com/name/nm0000128/,1964,m,white,http://www.boxofficemojo.com/movies/?id=brokencity.htm,141,nm0000128,Broken City,1/18/2013,11/9/2012
8949,Broken City,http://www.imdb.com/title/tt1235522/,2013,0,5,3,Cast,Catherine Zeta-Jones,http://www.imdb.com/name/nm0001876/,1969,f,white,http://www.boxofficemojo.com/movies/?id=brokencity.htm,398,nm0001876,Broken City,1/18/2013,11/9/2012
8950,Broken City,http://www.imdb.com/title/tt1235522/,2013,0,6,4,Cast,Jeffrey Wright,http://www.imdb.com/name/nm0942482/,1965,m,black,http://www.boxofficemojo.com/movies/?id=brokencity.htm,1131,nm0942482,Broken City,1/18/2013,11/9/2012
8951,Broken City,http://www.imdb.com/title/tt1235522/,2013,0,7,5,Cast,Barry Pepper,http://www.imdb.com/name/nm0001608/,1970,m,white,http://www.boxofficemojo.com/movies/?id=brokencity.htm,2143,nm0001608,Broken City,1/18/2013,11/9/2012
8952,Bullet to the Head,http://www.imdb.com/title/tt1308729/,2013,0,5,1,Cast,Sylvester Stallone,http://www.imdb.com/name/nm0000230/,1946,m,white,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,91,nm0000230,Bullet to the Head,2/1/2013,11/23/2012
8953,Bullet to the Head,http://www.imdb.com/title/tt1308729/,2013,0,6,2,Cast,Sung Kang,http://www.imdb.com/name/nm0437646/,1972,m,asian,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,1837,nm0437646,Bullet to the Head,2/1/2013,11/23/2012
8954,Bullet to the Head,http://www.imdb.com/title/tt1308729/,2013,0,7,3,Cast,Sarah Shahi,http://www.imdb.com/name/nm1083404/,1980,f,middleeastern,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,1015,nm1083404,Bullet to the Head,2/1/2013,11/23/2012
8955,Bullet to the Head,http://www.imdb.com/title/tt1308729/,2013,0,8,4,Cast,Adewale Akinnuoye-Agbaje,http://www.imdb.com/name/nm0015382/,1967,m,black,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,1499,nm0015382,Bullet to the Head,2/1/2013,11/23/2012
8956,Bullet to the Head,http://www.imdb.com/title/tt1308729/,2013,0,10,5,Cast,Christian Slater,http://www.imdb.com/name/nm0000225/,1969,m,white,http://www.boxofficemojo.com/movies/?id=bullettothehead.htm,882,nm0000225,Bullet to the Head,2/1/2013,11/23/2012
8957,Captain Phillips,http://www.imdb.com/title/tt1535109/,2013,0,5,1,Cast,Tom Hanks,http://www.imdb.com/name/nm0000158/,1956,m,white,http://www.boxofficemojo.com/movies/?id=captainphillips.htm,160,nm0000158,Captain Phillips,10/11/2013,8/2/2013
8958,Captain Phillips,http://www.imdb.com/title/tt1535109/,2013,0,6,2,Cast,Catherine Keener,http://www.imdb.com/name/nm0001416/,1959,f,white,http://www.boxofficemojo.com/movies/?id=captainphillips.htm,1016,nm0001416,Captain Phillips,10/11/2013,8/2/2013
8959,Captain Phillips,http://www.imdb.com/title/tt1535109/,2013,0,7,3,Cast,Barkhad Abdi,http://www.imdb.com/name/nm5831542/,1985,m,black,http://www.boxofficemojo.com/movies/?id=captainphillips.htm,33800,nm5831542,Captain Phillips,10/11/2013,8/2/2013
8960,Captain Phillips,http://www.imdb.com/title/tt1535109/,2013,0,8,4,Cast,Barkhad Abdirahman,http://www.imdb.com/name/nm5831543/,1994,m,black,http://www.boxofficemojo.com/movies/?id=captainphillips.htm,70493,nm5831543,Captain Phillips,10/11/2013,8/2/2013
8961,Captain Phillips,http://www.imdb.com/title/tt1535109/,2013,0,9,5,Cast,Faysal Ahmed,http://www.imdb.com/name/nm5314015/,1985,m,black,http://www.boxofficemojo.com/movies/?id=captainphillips.htm,24773,nm5314015,Captain Phillips,10/11/2013,8/2/2013
8962,Carrie (2013),http://www.imdb.com/title/tt1939659/,2013,0,6,1,Cast,Chloë Grace Moretz,http://www.imdb.com/name/nm1631269/,1997,f,white,http://www.boxofficemojo.com/movies/?id=carrie2013.htm,3,nm1631269,Carrie (2013),10/18/2013,8/9/2013
8963,Carrie (2013),http://www.imdb.com/title/tt1939659/,2013,0,5,2,Cast,Julianne Moore,http://www.imdb.com/name/nm0000194/,1960,f,white,http://www.boxofficemojo.com/movies/?id=carrie2013.htm,458,nm0000194,Carrie (2013),10/18/2013,8/9/2013
8964,Carrie (2013),http://www.imdb.com/title/tt1939659/,2013,0,8,3,Cast,Portia Doubleday,http://www.imdb.com/name/nm0234668/,1988,f,white,http://www.boxofficemojo.com/movies/?id=carrie2013.htm,2587,nm0234668,Carrie (2013),10/18/2013,8/9/2013
8965,Carrie (2013),http://www.imdb.com/title/tt1939659/,2013,0,20,4,Cast,Alex Russell,http://www.imdb.com/name/nm3887625/,1987,m,white,http://www.boxofficemojo.com/movies/?id=carrie2013.htm,4403,nm3887625,Carrie (2013),10/18/2013,8/9/2013
8966,Carrie (2013),http://www.imdb.com/title/tt1939659/,2013,0,7,5,Cast,Gabriella Wilde,http://www.imdb.com/name/nm3538539/,1989,f,white,http://www.boxofficemojo.com/movies/?id=carrie2013.htm,2939,nm3538539,Carrie (2013),10/18/2013,8/9/2013
8967,Chennai Express,http://www.imdb.com/title/tt2112124/,2013,1,7,1,Cast,Deepika Padukone,http://www.imdb.com/name/nm2138653/,,,,http://www.boxofficemojo.com/movies/?id=chennaiexpress.htm,2522,nm2138653,Chennai Express,8/8/2013,5/30/2013
8968,Chennai Express,http://www.imdb.com/title/tt2112124/,2013,1,8,2,Cast,Shah Rukh Khan,http://www.imdb.com/name/nm0451321/,,,,http://www.boxofficemojo.com/movies/?id=chennaiexpress.htm,1016,nm0451321,Chennai Express,8/8/2013,5/30/2013
8969,Chennai Express,http://www.imdb.com/title/tt2112124/,2013,1,9,3,Cast,Satyaraj,http://www.imdb.com/name/nm0766470/,,,,http://www.boxofficemojo.com/movies/?id=chennaiexpress.htm,74778,nm0766470,Chennai Express,8/8/2013,5/30/2013
8970,Chennai Express,http://www.imdb.com/title/tt2112124/,2013,1,10,4,Cast,Nikitin Dheer,http://www.imdb.com/name/nm3049068/,,,,http://www.boxofficemojo.com/movies/?id=chennaiexpress.htm,56942,nm3049068,Chennai Express,8/8/2013,5/30/2013
8971,Chennai Express,http://www.imdb.com/title/tt2112124/,2013,1,11,5,Cast,Priyamani,http://www.imdb.com/name/nm1421465/,,,,http://www.boxofficemojo.com/movies/?id=chennaiexpress.htm,40487,nm1421465,Chennai Express,8/8/2013,5/30/2013
8972,Closed Circuit,http://www.imdb.com/title/tt2218003/,2013,0,19,1,Cast,Eric Bana,http://www.imdb.com/name/nm0051509/,1968,m,white,http://www.boxofficemojo.com/movies/?id=closedcircuit.htm,726,nm0051509,Closed Circuit,8/28/2013,6/19/2013
8973,Closed Circuit,http://www.imdb.com/title/tt2218003/,2013,0,22,2,Cast,Rebecca Hall,http://www.imdb.com/name/nm0356017/,1982,f,white,http://www.boxofficemojo.com/movies/?id=closedcircuit.htm,421,nm0356017,Closed Circuit,8/28/2013,6/19/2013
8974,Closed Circuit,http://www.imdb.com/title/tt2218003/,2013,0,23,3,Cast,Ciarán Hinds,http://www.imdb.com/name/nm0001354/,1953,m,white,http://www.boxofficemojo.com/movies/?id=closedcircuit.htm,1431,nm0001354,Closed Circuit,8/28/2013,6/19/2013
8975,Closed Circuit,http://www.imdb.com/title/tt2218003/,2013,0,17,4,Cast,Jim Broadbent,http://www.imdb.com/name/nm0000980/,1949,m,white,http://www.boxofficemojo.com/movies/?id=closedcircuit.htm,2176,nm0000980,Closed Circuit,8/28/2013,6/19/2013
8976,Closed Circuit,http://www.imdb.com/title/tt2218003/,2013,0,25,5,Cast,Riz Ahmed,http://www.imdb.com/name/nm1981893/,1982,m,middleeastern,http://www.boxofficemojo.com/movies/?id=closedcircuit.htm,5163,nm1981893,Closed Circuit,8/28/2013,6/19/2013
8977,Cloudy with a Chance of Meatballs 2,http://www.imdb.com/title/tt1985966/,2013,1,11,1,Cast,Bill Hader,http://www.imdb.com/name/nm0352778/,1978,m,white,http://www.boxofficemojo.com/movies/?id=cloudy2.htm,1052,nm0352778,Cloudy with a Chance of Meatballs 2,9/27/2013,7/19/2013
8978,Cloudy with a Chance of Meatballs 2,http://www.imdb.com/title/tt1985966/,2013,1,12,2,Cast,Anna Faris,http://www.imdb.com/name/nm0267506/,1976,f,white,http://www.boxofficemojo.com/movies/?id=cloudy2.htm,313,nm0267506,Cloudy with a Chance of Meatballs 2,9/27/2013,7/19/2013
8979,Cloudy with a Chance of Meatballs 2,http://www.imdb.com/title/tt1985966/,2013,1,13,3,Cast,James Caan,http://www.imdb.com/name/nm0001001/,1940,m,white,http://www.boxofficemojo.com/movies/?id=cloudy2.htm,1773,nm0001001,Cloudy with a Chance of Meatballs 2,9/27/2013,7/19/2013
8980,Cloudy with a Chance of Meatballs 2,http://www.imdb.com/title/tt1985966/,2013,1,14,4,Cast,Will Forte,http://www.imdb.com/name/nm0287182/,1970,m,white,http://www.boxofficemojo.com/movies/?id=cloudy2.htm,2664,nm0287182,Cloudy with a Chance of Meatballs 2,9/27/2013,7/19/2013
8981,Cloudy with a Chance of Meatballs 2,http://www.imdb.com/title/tt1985966/,2013,1,15,5,Cast,Andy Samberg,http://www.imdb.com/name/nm1676221/,1978,m,white,http://www.boxofficemojo.com/movies/?id=cloudy2.htm,594,nm1676221,Cloudy with a Chance of Meatballs 2,9/27/2013,7/19/2013
8982,Dallas Buyers Club,http://www.imdb.com/title/tt0790636/,2013,0,4,1,Cast,Matthew McConaughey,http://www.imdb.com/name/nm0000190/,1969,m,white,http://www.boxofficemojo.com/movies/?id=dallasbuyersclub.htm,142,nm0000190,Dallas Buyers Club,11/1/2013,8/23/2013
8983,Dallas Buyers Club,http://www.imdb.com/title/tt0790636/,2013,0,5,2,Cast,Jennifer Garner,http://www.imdb.com/name/nm0004950/,1972,f,white,http://www.boxofficemojo.com/movies/?id=dallasbuyersclub.htm,272,nm0004950,Dallas Buyers Club,11/1/2013,8/23/2013
8984,Dallas Buyers Club,http://www.imdb.com/title/tt0790636/,2013,0,6,3,Cast,Jared Leto,http://www.imdb.com/name/nm0001467/,1971,m,white,http://www.boxofficemojo.com/movies/?id=dallasbuyersclub.htm,588,nm0001467,Dallas Buyers Club,11/1/2013,8/23/2013
8985,Dallas Buyers Club,http://www.imdb.com/title/tt0790636/,2013,0,7,4,Cast,Denis O'Hare,http://www.imdb.com/name/nm0641354/,1962,m,white,http://www.boxofficemojo.com/movies/?id=dallasbuyersclub.htm,4150,nm0641354,Dallas Buyers Club,11/1/2013,8/23/2013
8986,Dallas Buyers Club,http://www.imdb.com/title/tt0790636/,2013,0,8,5,Cast,Steve Zahn,http://www.imdb.com/name/nm0001872/,1967,m,white,http://www.boxofficemojo.com/movies/?id=dallasbuyersclub.htm,1904,nm0001872,Dallas Buyers Club,11/1/2013,8/23/2013
8987,Dark Skies,http://www.imdb.com/title/tt2387433/,2013,0,3,1,Cast,Keri Russell,http://www.imdb.com/name/nm0005392/,1976,f,white,http://www.boxofficemojo.com/movies/?id=darkskies.htm,1265,nm0005392,Dark Skies,2/22/2013,12/14/2012
8988,Dark Skies,http://www.imdb.com/title/tt2387433/,2013,0,4,2,Cast,Josh Hamilton,http://www.imdb.com/name/nm0357979/,1969,m,white,http://www.boxofficemojo.com/movies/?id=darkskies.htm,5047,nm0357979,Dark Skies,2/22/2013,12/14/2012
8989,Dark Skies,http://www.imdb.com/title/tt2387433/,2013,0,5,3,Cast,Dakota Goyo,http://www.imdb.com/name/nm2023672/,1999,m,white,http://www.boxofficemojo.com/movies/?id=darkskies.htm,1104,nm2023672,Dark Skies,2/22/2013,12/14/2012
8990,Dark Skies,http://www.imdb.com/title/tt2387433/,2013,0,6,4,Cast,Kadan Rockett,http://www.imdb.com/name/nm4595603/,2006,m,white,http://www.boxofficemojo.com/movies/?id=darkskies.htm,80722,nm4595603,Dark Skies,2/22/2013,12/14/2012
8991,Dark Skies,http://www.imdb.com/title/tt2387433/,2013,0,7,5,Cast,J.K. Simmons,http://www.imdb.com/name/nm0799777/,1955,m,white,http://www.boxofficemojo.com/movies/?id=darkskies.htm,2203,nm0799777,Dark Skies,2/22/2013,12/14/2012
8992,Dead Man Down,http://www.imdb.com/title/tt2101341/,2013,0,3,1,Cast,Colin Farrell,http://www.imdb.com/name/nm0268199/,1976,m,white,http://www.boxofficemojo.com/movies/?id=deadmandown.htm,177,nm0268199,Dead Man Down,3/8/2013,12/28/2012
8993,Dead Man Down,http://www.imdb.com/title/tt2101341/,2013,0,4,2,Cast,Noomi Rapace,http://www.imdb.com/name/nm0636426/,1979,f,white,http://www.boxofficemojo.com/movies/?id=deadmandown.htm,80,nm0636426,Dead Man Down,3/8/2013,12/28/2012
8994,Dead Man Down,http://www.imdb.com/title/tt2101341/,2013,0,5,3,Cast,Terrence Howard,http://www.imdb.com/name/nm0005024/,1969,m,black,http://www.boxofficemojo.com/movies/?id=deadmandown.htm,1364,nm0005024,Dead Man Down,3/8/2013,12/28/2012
8995,Dead Man Down,http://www.imdb.com/title/tt2101341/,2013,0,6,4,Cast,Dominic Cooper,http://www.imdb.com/name/nm1002641/,1978,m,white,http://www.boxofficemojo.com/movies/?id=deadmandown.htm,605,nm1002641,Dead Man Down,3/8/2013,12/28/2012
8996,Dead Man Down,http://www.imdb.com/title/tt2101341/,2013,0,7,5,Cast,Isabelle Huppert,http://www.imdb.com/name/nm0001376/,1953,f,white,http://www.boxofficemojo.com/movies/?id=deadmandown.htm,3031,nm0001376,Dead Man Down,3/8/2013,12/28/2012
8997,Delivery Man,http://www.imdb.com/title/tt2387559/,2013,0,5,1,Cast,Vince Vaughn,http://www.imdb.com/name/nm0000681/,1970,m,white,http://www.boxofficemojo.com/movies/?id=deliveryman.htm,891,nm0000681,Delivery Man,11/22/2013,9/13/2013
8998,Delivery Man,http://www.imdb.com/title/tt2387559/,2013,0,6,2,Cast,Chris Pratt,http://www.imdb.com/name/nm0695435/,1979,m,white,http://www.boxofficemojo.com/movies/?id=deliveryman.htm,702,nm0695435,Delivery Man,11/22/2013,9/13/2013
8999,Delivery Man,http://www.imdb.com/title/tt2387559/,2013,0,7,3,Cast,Cobie Smulders,http://www.imdb.com/name/nm1130627/,1982,f,white,http://www.boxofficemojo.com/movies/?id=deliveryman.htm,118,nm1130627,Delivery Man,11/22/2013,9/13/2013
9000,Delivery Man,http://www.imdb.com/title/tt2387559/,2013,0,8,4,Cast,Andrzej Blumenfeld,http://www.imdb.com/name/nm0089782/,1951,m,white,http://www.boxofficemojo.com/movies/?id=deliveryman.htm,104301,nm0089782,Delivery Man,11/22/2013,9/13/2013
9001,Delivery Man,http://www.imdb.com/title/tt2387559/,2013,0,9,5,Cast,Simon Delaney,http://www.imdb.com/name/nm0216342/,1970,m,white,http://www.boxofficemojo.com/movies/?id=deliveryman.htm,31937,nm0216342,Delivery Man,11/22/2013,9/13/2013
9002,Despicable Me 2,http://www.imdb.com/title/tt1690953/,2013,1,5,1,Cast,Steve Carell,http://www.imdb.com/name/nm0136797/,1962,m,white,http://www.boxofficemojo.com/movies/?id=despicableme2.htm,190,nm0136797,Despicable Me 2,7/3/2013,4/24/2013
9003,Despicable Me 2,http://www.imdb.com/title/tt1690953/,2013,1,6,2,Cast,Kristen Wiig,http://www.imdb.com/name/nm1325419/,1973,f,white,http://www.boxofficemojo.com/movies/?id=despicableme2.htm,568,nm1325419,Despicable Me 2,7/3/2013,4/24/2013
9004,Despicable Me 2,http://www.imdb.com/title/tt1690953/,2013,1,7,3,Cast,Benjamin Bratt,http://www.imdb.com/name/nm0000973/,1963,m,white,http://www.boxofficemojo.com/movies/?id=despicableme2.htm,2108,nm0000973,Despicable Me 2,7/3/2013,4/24/2013
9005,Despicable Me 2,http://www.imdb.com/title/tt1690953/,2013,1,8,4,Cast,Miranda Cosgrove,http://www.imdb.com/name/nm1388927/,,,,http://www.boxofficemojo.com/movies/?id=despicableme2.htm,825,nm1388927,Despicable Me 2,7/3/2013,4/24/2013
9006,Despicable Me 2,http://www.imdb.com/title/tt1690953/,2013,1,9,5,Cast,Russell Brand,http://www.imdb.com/name/nm1258970/,1975,m,white,http://www.boxofficemojo.com/movies/?id=despicableme2.htm,1034,nm1258970,Despicable Me 2,7/3/2013,4/24/2013
9007,Dhoom 3,http://www.imdb.com/title/tt1833673/,2013,1,5,1,Cast,Aamir Khan,http://www.imdb.com/name/nm0451148/,,,,http://www.boxofficemojo.com/movies/?id=dhoom3.htm,2686,nm0451148,Dhoom 3,12/20/2013,10/11/2013
9008,Dhoom 3,http://www.imdb.com/title/tt1833673/,2013,1,6,2,Cast,Katrina Kaif,http://www.imdb.com/name/nm1229940/,,,,http://www.boxofficemojo.com/movies/?id=dhoom3.htm,3337,nm1229940,Dhoom 3,12/20/2013,10/11/2013
9009,Dhoom 3,http://www.imdb.com/title/tt1833673/,2013,1,7,3,Cast,Tabrett Bethell,http://www.imdb.com/name/nm3248988/,,,,http://www.boxofficemojo.com/movies/?id=dhoom3.htm,3915,nm3248988,Dhoom 3,12/20/2013,10/11/2013
9010,Dhoom 3,http://www.imdb.com/title/tt1833673/,2013,1,8,4,Cast,Abhishek Bachchan,http://www.imdb.com/name/nm0045393/,,,,http://www.boxofficemojo.com/movies/?id=dhoom3.htm,7908,nm0045393,Dhoom 3,12/20/2013,10/11/2013
9011,Dhoom 3,http://www.imdb.com/title/tt1833673/,2013,1,9,5,Cast,Jackie Shroff,http://www.imdb.com/name/nm0006763/,,,,http://www.boxofficemojo.com/movies/?id=dhoom3.htm,16474,nm0006763,Dhoom 3,12/20/2013,10/11/2013
9012,Disconnect,http://www.imdb.com/title/tt1433811/,2013,0,3,1,Cast,Jason Bateman,http://www.imdb.com/name/nm0000867/,1969,m,white,http://www.boxofficemojo.com/movies/?id=disconnect.htm,34,nm0000867,Disconnect,4/12/2013,2/1/2013
9013,Disconnect,http://www.imdb.com/title/tt1433811/,2013,0,4,2,Cast,Hope Davis,http://www.imdb.com/name/nm0204706/,1964,f,white,http://www.boxofficemojo.com/movies/?id=disconnect.htm,3746,nm0204706,Disconnect,4/12/2013,2/1/2013
9014,Disconnect,http://www.imdb.com/title/tt1433811/,2013,0,5,3,Cast,Frank Grillo,http://www.imdb.com/name/nm0342029/,1965,m,white,http://www.boxofficemojo.com/movies/?id=disconnect.htm,1586,nm0342029,Disconnect,4/12/2013,2/1/2013
9015,Disconnect,http://www.imdb.com/title/tt1433811/,2013,0,7,4,Cast,Paula Patton,http://www.imdb.com/name/nm1745736/,1975,f,black,http://www.boxofficemojo.com/movies/?id=disconnect.htm,296,nm1745736,Disconnect,4/12/2013,2/1/2013
9016,Disconnect,http://www.imdb.com/title/tt1433811/,2013,0,8,5,Cast,Andrea Riseborough,http://www.imdb.com/name/nm2057859/,1981,f,white,http://www.boxofficemojo.com/movies/?id=disconnect.htm,2342,nm2057859,Disconnect,4/12/2013,2/1/2013
9017,Don Jon,http://www.imdb.com/title/tt2229499/,2013,0,3,1,Cast,Joseph Gordon-Levitt,http://www.imdb.com/name/nm0330687/,1981,m,white,http://www.boxofficemojo.com/movies/?id=donjon.htm,62,nm0330687,Don Jon,9/27/2013,7/19/2013
9018,Don Jon,http://www.imdb.com/title/tt2229499/,2013,0,4,2,Cast,Scarlett Johansson,http://www.imdb.com/name/nm0424060/,1984,f,white,http://www.boxofficemojo.com/movies/?id=donjon.htm,32,nm0424060,Don Jon,9/27/2013,7/19/2013
9019,Don Jon,http://www.imdb.com/title/tt2229499/,2013,0,5,3,Cast,Julianne Moore,http://www.imdb.com/name/nm0000194/,1960,f,white,http://www.boxofficemojo.com/movies/?id=donjon.htm,291,nm0000194,Don Jon,9/27/2013,7/19/2013
9020,Don Jon,http://www.imdb.com/title/tt2229499/,2013,0,6,4,Cast,Tony Danza,http://www.imdb.com/name/nm0001103/,1951,m,white,http://www.boxofficemojo.com/movies/?id=donjon.htm,4280,nm0001103,Don Jon,9/27/2013,7/19/2013
9021,Don Jon,http://www.imdb.com/title/tt2229499/,2013,0,7,5,Cast,Glenne Headly,http://www.imdb.com/name/nm0000444/,1955,f,white,http://www.boxofficemojo.com/movies/?id=donjon.htm,3239,nm0000444,Don Jon,9/27/2013,7/19/2013
9022,Elysium,http://www.imdb.com/title/tt1535108/,2013,0,3,1,Cast,Matt Damon,http://www.imdb.com/name/nm0000354/,1970,m,white,http://www.boxofficemojo.com/movies/?id=elysium.htm,45,nm0000354,Elysium,8/9/2013,5/31/2013
9023,Elysium,http://www.imdb.com/title/tt1535108/,2013,0,4,2,Cast,Jodie Foster,http://www.imdb.com/name/nm0000149/,1962,f,white,http://www.boxofficemojo.com/movies/?id=elysium.htm,427,nm0000149,Elysium,8/9/2013,5/31/2013
9024,Elysium,http://www.imdb.com/title/tt1535108/,2013,0,5,3,Cast,Sharlto Copley,http://www.imdb.com/name/nm1663205/,1973,m,white,http://www.boxofficemojo.com/movies/?id=elysium.htm,1843,nm1663205,Elysium,8/9/2013,5/31/2013
9025,Elysium,http://www.imdb.com/title/tt1535108/,2013,0,6,4,Cast,Alice Braga,http://www.imdb.com/name/nm0103797/,1983,f,hispanic,http://www.boxofficemojo.com/movies/?id=elysium.htm,2357,nm0103797,Elysium,8/9/2013,5/31/2013
9026,Elysium,http://www.imdb.com/title/tt1535108/,2013,0,7,5,Cast,Diego Luna,http://www.imdb.com/name/nm0526019/,1979,m,hispanic,http://www.boxofficemojo.com/movies/?id=elysium.htm,3042,nm0526019,Elysium,8/9/2013,5/31/2013
9027,Emperor,http://www.imdb.com/title/tt2103264/,2013,0,5,1,Cast,Matthew Fox,http://www.imdb.com/name/nm0289142/,1966,m,white,http://www.boxofficemojo.com/movies/?id=emperor.htm,710,nm0289142,Emperor,3/8/2013,12/28/2012
9028,Emperor,http://www.imdb.com/title/tt2103264/,2013,0,6,2,Cast,Tommy Lee Jones,http://www.imdb.com/name/nm0000169/,1946,m,white,http://www.boxofficemojo.com/movies/?id=emperor.htm,290,nm0000169,Emperor,3/8/2013,12/28/2012
9029,Emperor,http://www.imdb.com/title/tt2103264/,2013,0,7,3,Cast,Eriko Hatsune,http://www.imdb.com/name/nm0368971/,1982,f,asian,http://www.boxofficemojo.com/movies/?id=emperor.htm,62506,nm0368971,Emperor,3/8/2013,12/28/2012
9030,Emperor,http://www.imdb.com/title/tt2103264/,2013,0,8,4,Cast,Toshiyuki Nishida,http://www.imdb.com/name/nm0632664/,1947,m,asian,http://www.boxofficemojo.com/movies/?id=emperor.htm,47249,nm0632664,Emperor,3/8/2013,12/28/2012
9031,Emperor,http://www.imdb.com/title/tt2103264/,2013,0,9,5,Cast,Masayoshi Haneda,http://www.imdb.com/name/nm2612087/,1976,m,asian,http://www.boxofficemojo.com/movies/?id=emperor.htm,233276,nm2612087,Emperor,3/8/2013,12/28/2012
9032,Ender's Game,http://www.imdb.com/title/tt1731141/,2013,0,4,1,Cast,Asa Butterfield,http://www.imdb.com/name/nm2633535/,1997,m,white,http://www.boxofficemojo.com/movies/?id=endersgame.htm,650,nm2633535,Ender's Game,11/1/2013,8/23/2013
9033,Ender's Game,http://www.imdb.com/title/tt1731141/,2013,0,5,2,Cast,Harrison Ford,http://www.imdb.com/name/nm0000148/,1942,m,white,http://www.boxofficemojo.com/movies/?id=endersgame.htm,133,nm0000148,Ender's Game,11/1/2013,8/23/2013
9034,Ender's Game,http://www.imdb.com/title/tt1731141/,2013,0,8,3,Cast,Ben Kingsley,http://www.imdb.com/name/nm0001426/,1943,m,white,http://www.boxofficemojo.com/movies/?id=endersgame.htm,998,nm0001426,Ender's Game,11/1/2013,8/23/2013
9035,Ender's Game,http://www.imdb.com/title/tt1731141/,2013,0,6,4,Cast,Hailee Steinfeld,http://www.imdb.com/name/nm2794962/,1996,f,white,http://www.boxofficemojo.com/movies/?id=endersgame.htm,462,nm2794962,Ender's Game,11/1/2013,8/23/2013
9036,Ender's Game,http://www.imdb.com/title/tt1731141/,2013,0,7,5,Cast,Abigail Breslin,http://www.imdb.com/name/nm1113550/,1996,f,white,http://www.boxofficemojo.com/movies/?id=endersgame.htm,102,nm1113550,Ender's Game,11/1/2013,8/23/2013
