,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics
1873,2013,57,Ender's Game,http://www.boxofficemojo.com/movies/?id=endersgame.htm,61737191,63800000,114,110000000,0,0,0,0,,http://www.imdb.com/title/tt1731141/,LG/S,61737191,3407,27017351,3407,0,1,matched (3),0,7,matched (3),2,matched (3),51,227.3,6.5999999,3.4384,matched (3),Ender's Game,0,0,0,0,0,"November 1, 2013","January 9, 2014",10
1874,2012,17,Snow White and the Huntsman,http://www.boxofficemojo.com/movies/?id=snowwhiteandthehuntsman.htm,155332381,241260448,127,170000000,1,0,0,0,,http://www.imdb.com/title/tt1735898/,Uni.,155332381,3777,56217700,3773,0,1,matched (3),1,60,matched (3),4,matched (3),57,102.9,6.0999999,3.6052001,matched (3),Snow White and the Huntsman,0,0,0,0,0,"June 1, 2012","September 6, 2012",10
1875,2011,182,The Trip (2011),http://www.boxofficemojo.com/movies/?id=trip2011.htm,2030962,,107,,0,0,0,1,,http://www.imdb.com/title/tt1740047/,IFC,2030962,62,77904,6,1,1,matched (3),0,1,matched (3),2,matched (3),,,7,3.003,matched (3),The Trip,0,0,0,0,1,"June 10, 2011","October 10, 2011",0
1876,2011,190,I Am,http://www.boxofficemojo.com/movies/?id=iam.htm,1591034,6600000,87,,0,0,0,1,,http://www.imdb.com/title/tt1741225/,Pala.,1591034,74,10092,1,0,1,matched (3),0,1,matched (3),1,matched (3),38,225.7,7.5999999,4.7189999,matched (3),I Am,0,0,0,0,0,"February 18, 2011","August 4, 2011",10
1877,2015,101,The Secret in their Eyes (2015),http://www.boxofficemojo.com/movies/?id=secretintheireyes2015.htm,20180155,12009572,111,19500000,0,0,0,0,,http://www.imdb.com/title/tt1741273/,STX,20180155,2392,6652996,2392,0,4,matched (3),0,2,matched (3),4,matched (3),45,286.79999,6.3000002,2.85729,matched (3),Secret in Their Eyes,0,0,0,0,0,"November 20, 2015","January 14, 2016",10
1878,2014,71,Jersey Boys,http://www.boxofficemojo.com/movies/?id=jerseyboys.htm,47047013,20622000,134,40000000,1,0,1,0,,http://www.imdb.com/title/tt1742044/,WB,47047013,2905,13319371,2905,0,1,matched (3),0,8,matched (3),4,matched (3),54,160.8,6.8000002,3.0002799,matched (3),Jersey Boys,0,0,0,0,0,"June 20, 2014","September 25, 2014",10
1879,2014,133,Sabotage (2014),http://www.boxofficemojo.com/movies/?id=ten2014.htm,10508518,7000000,109,,0,0,1,0,,http://www.imdb.com/title/tt1742334/,ORF,10508518,2486,5272444,2486,0,1,matched (3),0,7,matched (3),4,matched (3),41,280.39999,5.6999998,3.5736001,matched (3),Sabotage,0,0,0,0,0,"March 28, 2014","May 15, 2014",10
1880,2012,190,Your Sister's Sister,http://www.boxofficemojo.com/movies/?id=yoursisterssister.htm,1636190,,90,,0,0,1,0,,http://www.imdb.com/title/tt1742336/,IFC,1636190,101,109221,13,0,1,matched (3),0,12,matched (3),2,matched (3),72,163.60001,6.6999998,2.7172,matched (3),Your Sister's Sister,1,0,1,0,0,"June 15, 2012","August 26, 2012",10
1881,2011,142,I Don't Know How She Does It,http://www.boxofficemojo.com/movies/?id=idontknowhowshedoesit.htm,9662284,20889211,95,24000000,0,0,0,0,,http://www.imdb.com/title/tt1742650/,Wein.,9662284,2490,4402201,2476,0,1,matched (3),0,5,matched (3),2,matched (3),38,264.60001,4.9000001,4.9707999,matched (3),I Don't Know How She Does It,0,0,0,0,0,"September 16, 2011","November 24, 2011",10
1882,2012,74,Moonrise Kingdom,http://www.boxofficemojo.com/movies/?id=moonrisekingdom.htm,45512466,22750700,93,16000000,0,0,0,0,,http://www.imdb.com/title/tt1748122/,Focus,45512466,924,522996,4,0,1,matched (3),1,252,matched (3),4,matched (3),84,50.5,7.8000002,2.4796,matched (3),Moonrise Kingdom,0,0,0,0,0,"May 25, 2012","November 1, 2012",10
1883,2012,144,The Collection,http://www.boxofficemojo.com/movies/?id=collection.htm,6842058,,81,,0,0,1,0,,http://www.imdb.com/title/tt1748227/,LD,6842058,1403,3104269,1403,0,1,matched (3),,,master only (1),3,matched (3),38,460.60001,6.0999999,4.2220101,matched (3),The Collection,0,0,0,0,0,"November 30, 2012","December 30, 2012",10
1884,2011,163,Buck,http://www.boxofficemojo.com/movies/?id=buck.htm,4038912,,88,,0,0,0,0,,http://www.imdb.com/title/tt1753549/,IFC,4038912,152,67548,4,0,1,matched (3),1,31,matched (3),1,matched (3),76,261.89999,7.5999999,2.9932401,matched (3),Buck,1,0,1,0,0,"June 17, 2011","September 25, 2011",10
1885,2012,192,Farewell My Queen,http://www.boxofficemojo.com/movies/?id=farewellmyqueen.htm,1597998,3699234,100,,0,0,1,0,,http://www.imdb.com/title/tt1753813/,Cohen,1597998,64,72100,4,1,2,matched (3),1,24,matched (3),3,matched (3),67,265.70001,6.3000002,3.2911999,matched (3),"Farewell, My Queen",,,,,0,"July 13, 2012","October 18, 2012",10
1886,2011,168,Like Crazy,http://www.boxofficemojo.com/movies/?id=likecrazy.htm,3395391,336098,89,,0,0,0,0,,http://www.imdb.com/title/tt1758692/,ParV,3395391,162,123140,4,0,1,matched (3),1,17,matched (3),2,matched (3),68,325.60001,6.6999998,3.4591999,matched (3),Like Crazy,0,0,0,0,0,"October 28, 2011","January 12, 2012",10
1887,2013,158,The To-Do List,http://www.boxofficemojo.com/movies/?id=todolist.htm,3491669,74556,100,1500000,0,0,1,0,,http://www.imdb.com/title/tt1758795/,CBS,3491669,591,1579402,591,0,1,matched (3),,,master only (1),2,matched (3),61,196.10001,5.8000002,3.91256,matched (3),The To Do List,1,0,1,0,0,"July 26, 2013","August 15, 2013",10
1888,2012,43,This Is 40,http://www.boxofficemojo.com/movies/?id=apatow.htm,67544505,20514281,133,35000000,1,0,1,0,,http://www.imdb.com/title/tt1758830/,Uni.,67544505,2931,11579175,2912,0,1,matched (3),0,13,matched (3),1,matched (3),59,310.79999,6.1999998,3.37448,matched (3),This Is 40,0,0,0,0,0,"December 21, 2012","February 28, 2013",10
1889,2014,192,Persecuted,http://www.boxofficemojo.com/movies/?id=persecuted.htm,1558836,,91,,0,0,0,0,,http://www.imdb.com/title/tt1761005/,MNE,1558836,736,851391,736,0,1,matched (3),,,master only (1),4,matched (3),11,279.33334,3.5999999,14.00552,matched (3),Persecuted,0,0,0,0,0,"July 18, 2014","August 14, 2014",9
1890,2013,82,Walking with Dinosaurs,http://www.boxofficemojo.com/movies/?id=walkingwithdinosaurs.htm,36076121,90470397,87,80000000,1,0,0,0,,http://www.imdb.com/title/tt1762399/,Fox,36076121,3243,7091938,3231,0,3,matched (3),0,5,matched (3),3,matched (3),37,317.79999,5.1999998,5.3425598,matched (3),Walking with Dinosaurs 3D,0,0,0,0,1,"December 20, 2013","April 10, 2014",10
1891,2012,140,Arbitrage,http://www.boxofficemojo.com/movies/?id=arbitrage.htm,7919574,27565482,100,,0,0,1,0,,http://www.imdb.com/title/tt1764183/,RAtt.,7919574,256,2002165,197,0,2,matched (3),1,9,matched (3),2,matched (3),73,139.3,6.5999999,2.08496,matched (3),Arbitrage,0,0,0,0,0,"September 14, 2012","January 17, 2013",10
1892,2012,122,Killing Them Softly,http://www.boxofficemojo.com/movies/?id=coganstrade.htm,15026056,22904409,97,15000000,0,0,1,0,,http://www.imdb.com/title/tt1764234/,Wein.,15026056,2424,6812900,2424,0,1,matched (3),1,12,matched (3),2,matched (3),64,490,6.1999998,3.5806,matched (3),Killing Them Softly,0,0,0,0,0,"November 30, 2012","February 21, 2013",10
1893,2012,36,The Expendables 2,http://www.boxofficemojo.com/movies/?id=expendables2.htm,85028192,220400000,102,100000000,0,0,1,0,,http://www.imdb.com/title/tt1764651/,LGF,85028192,3355,28591370,3316,0,1,matched (3),0,9,matched (3),3,matched (3),51,405,6.5999999,3.7541599,matched (3),The Expendables 2,0,0,0,0,0,"August 17, 2012","November 22, 2012",10
1894,2012,131,Silent House,http://www.boxofficemojo.com/movies/?id=silenthouse.htm,12754783,346889,85,,0,0,1,0,,http://www.imdb.com/title/tt1767382/,ORF,12754783,2124,6661234,2124,0,2,matched (3),0,2,matched (3),4,matched (3),49,290.29999,5.3000002,4.6301799,matched (3),Silent House,0.5,0.5,0.5,0,1,"March 9, 2012","May 3, 2012",10
1895,2011,123,Apollo 18,http://www.boxofficemojo.com/movies/?id=apollo18.htm,17687709,7875215,86,5000000,0,0,0,0,,http://www.imdb.com/title/tt1772240/,W/Dim.,17687709,3330,8704271,3328,0,2,matched (3),0,1,matched (3),4,matched (3),24,353,5.1999998,4.4561601,matched (3),Apollo 18,0,1,1,0,0,"September 2, 2011","November 24, 2011",10
1896,2015,147,Danny Collins,http://www.boxofficemojo.com/movies/?id=dannycollins.htm,5637066,5198686,106,10000000,0,0,1,0,,http://www.imdb.com/title/tt1772288/,BST,5637066,739,72459,5,0,1,matched (3),1,6,matched (3),3,matched (3),58,169.8,7,2.1259999,matched (3),Danny Collins,0,0,0,0,0,"March 20, 2015","June 4, 2015",10
1897,2012,12,Wreck-It Ralph,http://www.boxofficemojo.com/movies/?id=rebootralph.htm,189422889,281800000,108,165000000,1,0,0,0,,http://www.imdb.com/title/tt1772341/,BV,189422889,3752,49038712,3752,0,1,matched (3),1,136,matched (3),5,matched (3),72,350.79999,7.6999998,2.046,matched (3),Wreck-It Ralph,0,0,0,0,0,"November 2, 2012","May 2, 2013",10
1898,2012,174,Jiro Dreams of Sushi,http://www.boxofficemojo.com/movies/?id=jirodreamsofsushi.htm,2552478,,81,,0,0,0,0,,http://www.imdb.com/title/tt1772925/,Magn.,2552478,80,42035,2,0,1,matched (3),0,18,matched (3),1,matched (3),77,112.2,7.9000001,1.59519,matched (3),Jiro Dreams of Sushi,0,0,0,0,0,"March 9, 2012","August 23, 2012",10
1899,2011,151,Flying Monsters,http://www.boxofficemojo.com/movies/?id=flyingmonsters.htm,5705874,5107988,40,,0,0,0,1,,http://www.imdb.com/title/tt1777610/,NGE,5705874,27,,6,1,1,matched (3),0,6,matched (3),1,matched (3),,,7.5999999,3.4335999,matched (3),Flying Monsters 3D with David Attenborough,,,,,0,"October 7, 2011",,0
1900,2011,26,Paranormal Activity 3,http://www.boxofficemojo.com/movies/?id=paranormalactivity3.htm,104028807,103011037,81,5000000,1,0,1,0,,http://www.imdb.com/title/tt1778304/,Par.,104028807,3329,52568183,3321,0,1,matched (3),0,5,matched (3),1,matched (3),59,312.60001,5.8000002,4.8262401,matched (3),Paranormal Activity 3,0,0,0,0,1,"October 21, 2011","January 5, 2012",10
1901,2012,129,Anna Karenina,http://www.boxofficemojo.com/movies/?id=annakarenina2012.htm,12816367,56112783,130,,0,0,1,0,,http://www.imdb.com/title/tt1781769/,Focus,12816367,422,320690,16,1,1,matched (3),1,120,matched (3),2,matched (3),63,240.7,6.5999999,3.7255599,matched (3),Anna Karenina,0,0,0,0,0,"November 16, 2012","February 28, 2013",10
1902,2015,88,No Escape,http://www.boxofficemojo.com/movies/?id=coup.htm,27288872,27130000,101,,0,0,1,0,,http://www.imdb.com/title/tt1781922/,Wein.,27288872,3415,8111264,3355,0,1,matched (3),,,master only (1),2,matched (3),38,681.29999,6.8000002,2.91204,matched (3),No Escape,0,0,0,0,1,"August 26, 2015","November 26, 2015",10
1903,2011,65,Tyler Perry's Madea's Big Happy Family,http://www.boxofficemojo.com/movies/?id=madeasbighappyfamily.htm,53345287,816000,105,,0,0,0,0,,http://www.imdb.com/title/tt1787759/,LGF,53345287,2288,25068677,2288,0,1,matched (3),0,1,matched (3),2,matched (3),45,430.20001,4.6999998,12.09889,matched (3),Madea's Big Happy Family,0,1,1,1,1,"April 22, 2011","July 21, 2011",10
1904,2012,170,Talaash,http://www.boxofficemojo.com/movies/?id=talaash.htm,2871956,,139,,0,0,0,1,,http://www.imdb.com/title/tt1787988/,Relbig.,2871956,172,1638706,172,1,1,matched (3),0,18,matched (3),4,matched (3),65,125,7.3000002,5.224,matched (3),Talaash,,,,,0,"November 30, 2012","January 10, 2013",4
1905,2014,30,The Maze Runner,http://www.boxofficemojo.com/movies/?id=mazerunner.htm,102427862,245891999,113,34000000,1,0,0,0,,http://www.imdb.com/title/tt1790864/,Fox,102427862,3638,32512804,3604,0,3,matched (3),0,16,matched (3),4,matched (3),57,180.60001,6.8000002,2.8915999,matched (3),The Maze Runner,0,0,0,0,0,"September 19, 2014","February 5, 2015",10
1906,2012,32,Zero Dark Thirty,http://www.boxofficemojo.com/movies/?id=binladen.htm,95720716,37100000,157,40000000,1,0,1,0,,http://www.imdb.com/title/tt1790885/,Sony,95720716,2946,417150,5,0,1,matched (3),1,325,matched (3),3,matched (3),95,36.900002,7.4000001,3.1200399,matched (3),Zero Dark Thirty,1,0,1,0,0,"December 19, 2012","March 31, 2013",10
1907,2012,35,The Campaign,http://www.boxofficemojo.com/movies/?id=rivals.htm,86907746,18000000,97,,1,0,1,0,,http://www.imdb.com/title/tt1790886/,WB,86907746,3302,26588460,3205,0,1,matched (3),0,6,matched (3),1,matched (3),50,693.09998,6.0999999,2.7696099,matched (3),The Campaign,0,0,0,0,0,"August 10, 2012","November 22, 2012",10
1908,2014,137,Inherent Vice,http://www.boxofficemojo.com/movies/?id=inherentvice.htm,8110975,6600000,148,,1,0,1,0,,http://www.imdb.com/title/tt1791528/,WB,8110975,653,328184,5,0,1,matched (3),1,145,matched (3),5,matched (3),81,169.60001,6.6999998,3.87151,matched (3),Inherent Vice,0,0,0,0,0,"December 12, 2014","February 26, 2015",10
1909,2015,136,While We're Young,http://www.boxofficemojo.com/movies/?id=whilewereyoung.htm,7587485,9699824,94,,0,0,1,0,,http://www.imdb.com/title/tt1791682/,A24,7587485,762,227688,4,0,1,matched (3),0,4,matched (3),2,matched (3),77,201.10001,6.3000002,2.4894199,matched (3),While We're Young,0,0,0,0,0,"March 27, 2015","June 28, 2015",10
1910,2012,132,Cirque Du Soleil: Worlds Away,http://www.boxofficemojo.com/movies/?id=cirquedusoleil.htm,12512862,21640239,91,,1,0,0,0,,http://www.imdb.com/title/tt1792647/,Par.,12512862,840,2162993,840,0,1,matched (3),,,master only (1),1,matched (3),51,296.20001,6.8000002,4.8118,matched (3),Cirque du Soleil: Worlds Away,0,0,0,0,0,"December 21, 2012","February 14, 2013",10
1911,2015,56,Southpaw,http://www.boxofficemojo.com/movies/?id=southpaw2015.htm,52421953,39548874,123,30000000,0,0,1,0,,http://www.imdb.com/title/tt1798684/,Wein.,52421953,2772,16701294,2772,0,2,matched (3),0,13,matched (3),2,matched (3),57,238.5,7.4000001,2.2894001,matched (3),Southpaw,0,1,1,1,0,"July 24, 2015","November 5, 2015",10
1912,2013,100,Her (2013),http://www.boxofficemojo.com/movies/?id=her2013.htm,25568251,21783000,120,23000000,1,0,1,0,,http://www.imdb.com/title/tt1798709/,WB,25568251,1729,260382,6,0,1,matched (3),1,312,matched (3),3,matched (3),90,72.699997,8,2.7590001,matched (3),Her,0,0,0,0,0,"December 18, 2013","April 17, 2014",10
1913,2013,17,American Hustle,http://www.boxofficemojo.com/movies/?id=davido2013.htm,150117807,101054000,138,40000000,1,0,1,0,,http://www.imdb.com/title/tt1800241/,Sony,150117807,2629,740455,6,0,1,matched (3),1,439,matched (3),2,matched (3),90,104.7,7.1999998,2.4658,matched (3),American Hustle,0,0,0,0,0,"December 13, 2013","April 6, 2014",10
1914,2014,99,That Awkward Moment,http://www.boxofficemojo.com/movies/?id=areweofficiallydating.htm,26068955,14400000,94,8000000,0,0,1,0,,http://www.imdb.com/title/tt1800246/,Focus,26068955,2809,8742109,2809,0,1,matched (3),0,5,matched (3),2,matched (3),36,437.39999,6.1999998,3.36396,matched (3),That Awkward Moment,0,0,0,0,0,"January 31, 2014","April 3, 2014",10
1915,2012,92,Step Up Revolution,http://www.boxofficemojo.com/movies/?id=stepup4.htm,35074677,105396069,100,33000000,0,0,0,0,,http://www.imdb.com/title/tt1800741/,LG/S,35074677,2606,11731708,2567,0,1,matched (3),,,master only (1),3,matched (3),43,138.5,6.5,5.2862501,matched (3),Step Up Revolution,0,0,0,0,0,"July 27, 2012","October 4, 2012",10
1916,2014,26,Unbroken,http://www.boxofficemojo.com/movies/?id=unbroken.htm,115637895,47805042,137,65000000,1,0,0,0,,http://www.imdb.com/title/tt1809398/,Uni.,115637895,3301,30621445,3131,0,1,matched (3),1,132,matched (3),4,matched (3),59,165.10001,7.1999998,2.71156,matched (3),Unbroken,1,0,1,0,1,"December 25, 2014","March 12, 2015",10
1917,2015,144,Little Boy,http://www.boxofficemojo.com/movies/?id=littleboy.htm,6485961,,106,,0,0,0,0,,http://www.imdb.com/title/tt1810683/,ORF,6485961,1045,2750356,1045,0,2,matched (3),0,1,matched (3),2,matched (3),30,387.5,7.4000001,3.3889999,matched (3),Little Boy,0,1,1,0,0,"April 24, 2015","June 18, 2015",10
1918,2013,116,Admission,http://www.boxofficemojo.com/movies/?id=admission.htm,18007317,,117,13000000,0,0,0,0,,http://www.imdb.com/title/tt1814621/,Focus,18007317,2161,6154984,2160,0,1,matched (3),,,master only (1),3,matched (3),48,142.3,5.6999998,2.8052001,matched (3),Admission,0,0,0,0,0,"March 22, 2013","June 6, 2013",10
1919,2012,162,Nitro Circus the Movie 3D,http://www.boxofficemojo.com/movies/?id=nitrocircus.htm,3377618,525861,88,,0,0,0,0,,http://www.imdb.com/title/tt1815852/,ArcEnt,3377618,800,1183701,800,0,1,matched (3),,,master only (1),3,matched (3),43,161.28572,6.6999998,3.858,matched (3),Nitro Circus: The Movie,0,0,0,0,1,"August 8, 2012","October 11, 2012",7
1920,2013,59,After Earth,http://www.boxofficemojo.com/movies/?id=1000ae.htm,60522097,183321030,100,130000000,1,0,0,0,,http://www.imdb.com/title/tt1815862/,Sony,60522097,3401,27520040,3401,0,1,matched (3),0,13,matched (3),3,matched (3),33,231.10001,4.8000002,5.2908001,matched (3),After Earth,0,1,1,0,0,"May 31, 2013","August 18, 2013",10
1921,2013,109,The Place Beyond the Pines,http://www.boxofficemojo.com/movies/?id=placebeyondthepines.htm,21403519,14082089,140,15000000,0,0,1,0,,http://www.imdb.com/title/tt1817273/,Focus,21403519,1584,279457,4,0,1,matched (3),1,25,matched (3),3,matched (3),68,329,7.3000002,2.41751,matched (3),The Place Beyond the Pines,0,0,0,0,0,"March 29, 2013","June 27, 2013",10
1922,2012,173,Girl in Progress,http://www.boxofficemojo.com/movies/?id=girlinprogress.htm,2609412,1990476,90,,0,0,0,0,,http://www.imdb.com/title/tt1817676/,LGF,2609412,322,1384078,322,0,1,matched (3),0,9,matched (3),2,matched (3),45,188.3,5.5999999,5.1808801,matched (3),Girl in Progress,1,1,1,0,0,"May 11, 2012","June 21, 2012",10
1923,2013,117,Nebraska,http://www.boxofficemojo.com/movies/?id=nebraska.htm,17654912,10027960,110,12000000,1,0,1,0,,http://www.imdb.com/title/tt1821549/,Par.,17654912,968,140401,4,0,1,matched (3),1,209,matched (3),3,matched (3),86,148.8,7.6999998,2.0183101,matched (3),Nebraska,0,0,0,0,0,"November 15, 2013","March 20, 2014",10
1924,2014,51,The Nut Job,http://www.boxofficemojo.com/movies/?id=nutjob.htm,64251541,56633986,86,42000000,0,0,0,0,,http://www.imdb.com/title/tt1821658/,ORF,64251541,3472,19423000,3427,1,3,matched (3),0,9,matched (3),4,matched (3),37,311.89999,5.6999998,4.2420001,matched (3),"Operation: Nussknacker - Auf die Nüsse, fertig, los!",,,,,0,"January 17, 2014","May 8, 2014",10
1925,2013,66,Red 2,http://www.boxofficemojo.com/movies/?id=red2.htm,53262560,94813005,116,84000000,0,0,0,0,,http://www.imdb.com/title/tt1821694/,LG/S,53262560,3016,18048422,3016,0,3,matched (3),0,2,matched (3),4,matched (3),47,180.3,6.5999999,2.5606401,matched (3),RED 2,0,0,0,0,0,"July 19, 2013","October 17, 2013",10
1926,2014,38,Annie (2014),http://www.boxofficemojo.com/movies/?id=annie2014.htm,85911262,47910554,118,65000000,1,0,0,0,,http://www.imdb.com/title/tt1823664/,Sony,85911262,3197,15861939,3116,0,1,matched (3),1,19,matched (3),4,matched (3),33,230.8,5.3000002,8.0084,matched (3),Annie,0,0,0,0,0,"December 19, 2014","March 15, 2015",10
1927,2015,82,Chappie,http://www.boxofficemojo.com/movies/?id=chappie.htm,31569268,70500000,120,49000000,1,0,1,0,,http://www.imdb.com/title/tt1823672/,Sony,31569268,3201,13346782,3201,0,2,matched (3),0,6,matched (3),5,matched (3),41,398,6.8000002,3.5509601,matched (3),Chappie,0,0,0,0,0,"March 6, 2015","May 3, 2015",10
1928,2014,68,About Last Night (2014),http://www.boxofficemojo.com/movies/?id=aboutlastnight14.htm,48637684,365000,100,12500000,1,0,1,0,,http://www.imdb.com/title/tt1826590/,SGem,48637684,2253,25649011,2253,0,1,matched (3),0,1,matched (3),2,matched (3),62,120.5,6.0999999,3.9144001,matched (3),About Last Night,0,0,0,0,0,"February 14, 2014","April 27, 2014",10
1929,2012,197,Kid With a Bike,http://www.boxofficemojo.com/movies/?id=kidwithabike.htm,1470000,1034775,87,,0,0,0,0,,http://www.imdb.com/title/tt1827512/,IFC,1470000,86,45933,3,1,3,matched (3),1,53,matched (3),1,matched (3),87,147.39999,7.4000001,2.2202401,matched (3),The Kid with a Bike,,,,,1,"March 16, 2012","June 14, 2012",10
1930,2011,147,A Separation,http://www.boxofficemojo.com/movies/?id=aseperation.htm,7099055,12800000,123,,1,0,0,0,,http://www.imdb.com/title/tt1832382/,SPC,7099055,282,59481,3,1,1,matched (3),1,128,matched (3),2,matched (3),95,89.800003,8.3000002,2.99031,matched (3),A Separation,,,,,0,"December 30, 2011","June 21, 2012",10
1931,2013,138,Dhoom 3,http://www.boxofficemojo.com/movies/?id=dhoom3.htm,8031955,80000000,172,,0,0,0,1,,http://www.imdb.com/title/tt1833673/,Yash,8031955,239,3423508,239,1,1,matched (3),0,52,matched (3),3,matched (3),61,261.75,5.4000001,9.5810003,matched (3),Dhoom 3,,,,,0,"December 20, 2013","January 12, 2014",4
1932,2013,162,The Fifth Estate,http://www.boxofficemojo.com/movies/?id=fifthestate.htm,3255008,5300000,124,28000000,1,0,1,0,,http://www.imdb.com/title/tt1837703/,BV,3255008,1769,1673351,1769,0,3,matched (3),0,4,matched (3),3,matched (3),49,153.8,6.1999998,3.36256,matched (3),The Fifth Estate,0,0,0,0,0,"October 18, 2013","December 5, 2013",10
