,year,bomrank,bomtitle,bomlink,domesticgross,foreigngross,runtimemin,productionbudget,majordistributor,grated,rrated,unrated,remove,imdblink,studio,totalusgross,totaltheater,openingusgross,openingtheaters,foreigndm,languagecount,_merge2,qualityfilm,countaward,_merge3,genrespanning,_merge4,criticratings_avg,criticrating_var,user_avg,user_var,_merge5,imdbfilmtitle,avg_minority_gender,avg_minority_race,avg_minority,avg_minority_1,multidirector,releasedate,closedate,numberofcritics
1801,2015,61,The Man From U.N.C.L.E.,http://www.boxofficemojo.com/movies/?id=uncle.htm,45445109,64400000,116,75000000,1,0,0,0,,http://www.imdb.com/title/tt1638355/,WB,45445109,3673,13421036,3638,0,2,matched (3),0,6,matched (3),3,matched (3),56,308.60001,7.3000002,2.1644001,matched (3),The Man from U.N.C.L.E.,0,0,0,0,1,"August 14, 2015","October 22, 2015",10
1802,2011,85,Jumping the Broom,http://www.boxofficemojo.com/movies/?id=jumpingthebroom.htm,37295394,415216,113,6600000,0,0,0,0,,http://www.imdb.com/title/tt1640484/,TriS,37295394,2035,15215487,2035,0,1,matched (3),0,20,matched (3),2,matched (3),56,303.20001,5.6999998,6.0704899,matched (3),Jumping the Broom,0,1,1,1,0,"May 6, 2011","June 30, 2011",10
1803,2011,194,The Art of Getting By,http://www.boxofficemojo.com/movies/?id=homework2011.htm,1430241,,84,,1,0,0,0,,http://www.imdb.com/title/tt1645080/,FoxS,1430241,610,679160,610,0,1,matched (3),0,4,matched (3),2,matched (3),36,240.3,6.5999999,3.1449599,matched (3),The Art of Getting By,0,0,0,0,0,"June 17, 2011","July 14, 2011",10
1804,2010,153,Inside Job,http://www.boxofficemojo.com/movies/?id=insidejob.htm,4312735,3558787,120,2000000,1,0,0,0,,http://www.imdb.com/title/tt1645089/,SPC,4312735,250,39649,2,0,1,matched (3),1,44,matched (3),2,matched (3),88,146.60001,8.3000002,2.1568,matched (3),Inside Job,0,0,0,0,1,"October 8, 2010","May 5, 2011",10
1805,2012,54,The Dictator,http://www.boxofficemojo.com/movies/?id=dictator.htm,59650222,119729311,83,65000000,1,0,1,0,,http://www.imdb.com/title/tt1645170/,Par.,59650222,3014,17435092,3008,0,1,matched (3),0,2,matched (3),2,matched (3),58,232.60001,6.4000001,3.93256,matched (3),The Dictator,0,0,0,0,0,"May 16, 2012","July 26, 2012",10
1806,2014,17,How to Train Your Dragon 2,http://www.boxofficemojo.com/movies/?id=howtotrainyourdragon2.htm,177002924,444534595,105,145000000,1,0,0,0,,http://www.imdb.com/title/tt1646971/,Fox,177002924,4268,49451322,4253,0,1,matched (3),1,115,matched (3),6,matched (3),76,271.79999,7.8000002,2.1763599,matched (3),How to Train Your Dragon 2,0,0,0,0,0,"June 13, 2014","December 11, 2014",10
1807,2012,37,Wrath of the Titans,http://www.boxofficemojo.com/movies/?id=clashofthetitans2.htm,83670083,221600000,99,150000000,1,0,0,0,,http://www.imdb.com/title/tt1646987/,WB,83670083,3545,33457188,3545,0,2,matched (3),0,3,matched (3),3,matched (3),37,338.5,5.6999998,3.69049,matched (3),Wrath of the Titans,0,0,0,0,0,"March 30, 2012","June 28, 2012",10
1808,2014,84,Million Dollar Arm,http://www.boxofficemojo.com/movies/?id=milliondollararm.htm,36457627,2769953,124,25000000,1,0,0,0,,http://www.imdb.com/title/tt1647668/,BV,36457627,3019,10515659,3019,0,1,matched (3),0,3,matched (3),3,matched (3),56,120.5,7,2.1700001,matched (3),Million Dollar Arm,0,0,0,0,0,"May 16, 2014","August 21, 2014",10
1809,2012,75,Here Comes the Boom,http://www.boxofficemojo.com/movies/?id=herecomestheboom.htm,45290318,27809854,105,,1,0,0,0,,http://www.imdb.com/title/tt1648179/,Sony,45290318,3014,11816596,3014,0,1,matched (3),0,3,matched (3),3,matched (3),40,268.20001,6.4000001,3.2104399,matched (3),Here Comes the Boom,0,0,0,0,0,"October 12, 2012","February 18, 2013",10
1810,2012,109,The Impossible,http://www.boxofficemojo.com/movies/?id=impossible.htm,19019882,161254241,107,,0,0,0,0,,http://www.imdb.com/title/tt1649419/,LG/S,19019882,886,143818,15,1,2,matched (3),1,140,matched (3),2,matched (3),73,611.40002,7.5999999,2.2616401,matched (3),The Impossible,,,,,0,"December 21, 2012","April 18, 2013",10
1811,2011,66,Diary of a Wimpy Kid: Rodrick Rules,http://www.boxofficemojo.com/movies/?id=diaryofawimpykid2.htm,52698535,19718859,96,21000000,1,0,0,0,,http://www.imdb.com/title/tt1650043/,Fox,52698535,3169,23751502,3167,0,1,matched (3),0,7,matched (3),2,matched (3),51,158.3,6.5999999,4.1511998,matched (3),Diary of a Wimpy Kid: Rodrick Rules,0,0,0,0,0,"March 25, 2011","July 14, 2011",10
1812,2011,21,Super 8,http://www.boxofficemojo.com/movies/?id=super8.htm,127004179,133091807,112,50000000,1,0,0,0,,http://www.imdb.com/title/tt1650062/,Par.,127004179,3424,35451168,3379,0,1,matched (3),0,139,matched (3),3,matched (3),72,386,7,2.78,matched (3),Super 8,0,0,0,0,0,"June 10, 2011","September 29, 2011",10
1813,2013,94,Kick-Ass 2,http://www.boxofficemojo.com/movies/?id=kickass2.htm,28795985,32000000,103,28000000,1,0,1,0,,http://www.imdb.com/title/tt1650554/,Uni.,28795985,2945,13332955,2940,0,3,matched (3),0,8,matched (3),3,matched (3),41,354.5,6.5999999,2.9834001,matched (3),Kick-Ass 2,0,0,0,0,0,"August 16, 2013","September 26, 2013",10
1814,2011,128,My Week with Marilyn,http://www.boxofficemojo.com/movies/?id=myweekwithmarilyn.htm,14600347,20457349,99,,0,0,1,0,,http://www.imdb.com/title/tt1655420/,Wein.,14600347,630,1750507,244,1,2,matched (3),1,99,matched (3),2,matched (3),65,312.5,7,2.2579999,matched (3),My Week with Marilyn,,,,,0,"November 23, 2011","April 5, 2012",10
1815,2015,69,The Age of Adaline,http://www.boxofficemojo.com/movies/?id=ageofadaline.htm,42629776,23033500,112,,0,0,0,0,,http://www.imdb.com/title/tt1655441/,LGF,42629776,3070,13203458,2991,0,2,matched (3),0,8,matched (3),3,matched (3),51,308.10001,7.1999998,2.70924,matched (3),The Age of Adaline,0,0,0,0,0,"April 24, 2015","July 9, 2015",10
1816,2011,71,The Artist,http://www.boxofficemojo.com/movies/?id=artist.htm,44671682,88761174,100,15000000,0,0,0,0,,http://www.imdb.com/title/tt1655442/,Wein.,44671682,1756,204878,4,1,3,matched (3),1,393,matched (3),3,matched (3),89,340,7.9000001,3.02721,matched (3),The Artist,,,,,0,"November 25, 2011","June 21, 2012",10
1817,2012,116,Wanderlust,http://www.boxofficemojo.com/movies/?id=wanderlust.htm,17450535,4162198,98,,1,0,1,0,,http://www.imdb.com/title/tt1655460/,Uni.,17450535,2002,6526650,2002,0,1,matched (3),,,master only (1),1,matched (3),53,273.79999,5.5999999,3.6064401,matched (3),Wanderlust,0,0,0,0,1,"February 24, 2012","April 5, 2012",10
1818,2012,117,Safe (2012),http://www.boxofficemojo.com/movies/?id=safe2011.htm,17142080,23204106,95,,0,0,1,0,,http://www.imdb.com/title/tt1656190/,LGF,17142080,2271,7892539,2266,0,1,matched (3),0,5,matched (3),3,matched (3),55,327.29999,6.5,2.4642501,matched (3),Safe,0,0,0,0,1,"April 27, 2012","June 21, 2012",10
1819,2011,88,Colombiana,http://www.boxofficemojo.com/movies/?id=colombiana.htm,36665854,24300000,107,40000000,0,0,0,0,,http://www.imdb.com/title/tt1657507/,TriS,36665854,2614,10408176,2614,1,1,matched (3),0,7,matched (3),4,matched (3),45,448.79999,6.4000001,3.12836,matched (3),Colombiana,,,,,0,"August 26, 2011","November 3, 2011",10
1820,2014,199,Gimme Shelter,http://www.boxofficemojo.com/movies/?id=gimmeshelter.htm,1359910,,100,,0,0,0,0,,http://www.imdb.com/title/tt1657510/,RAtt.,1359910,385,689070,385,0,1,matched (3),0,3,matched (3),1,matched (3),37,335.39999,6.5,4.7694998,matched (3),Gimme Shelter,0,0,0,0,1,"January 24, 2014","February 27, 2014",10
1821,2012,114,The Perks of Being a Wallflower,http://www.boxofficemojo.com/movies/?id=perksofbeingawallflower.htm,17742948,15641179,103,,0,0,0,0,,http://www.imdb.com/title/tt1659337/,LG/S,17742948,745,228359,4,0,1,matched (3),1,100,matched (3),2,matched (3),67,505.20001,8,2.457,matched (3),The Perks of Being a Wallflower,0,0,0,0,0,"September 21, 2012","February 7, 2013",10
1822,2015,9,Cinderella (2015),http://www.boxofficemojo.com/movies/?id=cinderella2015.htm,201151353,342363000,112,95000000,1,0,0,0,,http://www.imdb.com/title/tt1661199/,BV,201151353,3848,67877361,3845,0,2,matched (3),1,57,matched (3),4,matched (3),67,145.7,6.9000001,3.1704099,matched (3),Cinderella,0,0,0,0,1,"March 13, 2015","September 17, 2015",10
1823,2013,92,Grudge Match,http://www.boxofficemojo.com/movies/?id=grudgematch.htm,29807260,15100000,113,40000000,1,0,0,0,,http://www.imdb.com/title/tt1661382/,WB,29807260,2856,7021993,2838,0,1,matched (3),0,2,matched (3),2,matched (3),35,301.70001,6.4000001,2.74424,matched (3),Grudge Match,0,0,0,0,0,"December 25, 2013","March 13, 2014",10
1824,2012,137,Fun Size,http://www.boxofficemojo.com/movies/?id=funsize.htm,9409538,2007824,90,14000000,1,0,0,0,,http://www.imdb.com/title/tt1663143/,Par.,9409538,3016,4101017,3014,0,1,matched (3),,,master only (1),2,matched (3),37,455,5.4000001,5.3002,matched (3),Fun Size,0,0,0,0,0,"October 26, 2012","December 13, 2012",10
1825,2015,13,The Revenant,http://www.boxofficemojo.com/movies/?id=revenant.htm,183637894,349312609,151,135000000,1,0,1,0,,http://www.imdb.com/title/tt1663202/,Fox,183637894,3711,474560,4,0,4,matched (3),1,420,matched (3),4,matched (3),76,352.60001,8,2.4219999,matched (3),The Revenant,0,1,1,0,0,"December 25, 2015","May 26, 2016",10
1826,2013,34,Pacific Rim,http://www.boxofficemojo.com/movies/?id=pacificrim.htm,101802906,309200000,131,190000000,1,0,0,0,,http://www.imdb.com/title/tt1663662/,WB,101802906,3285,37285325,3275,0,1,matched (3),0,94,matched (3),3,matched (3),65,260.79999,6.9000001,3.5211999,matched (3),Pacific Rim,0,1,1,0,0,"July 12, 2013","October 17, 2013",10
1827,2011,155,Cave of Forgotten Dreams,http://www.boxofficemojo.com/movies/?id=caveofforgottendreams.htm,5304920,1162428,90,,0,1,0,0,,http://www.imdb.com/title/tt1664894/,IFC,5304920,123,139101,5,1,5,matched (3),1,31,matched (3),2,matched (3),86,177.7,7.4000001,2.4507999,matched (3),Cave of Forgotten Dreams,0,0,0,0,0,"April 29, 2011","August 25, 2011",10
1828,2010,83,Vampires Suck,http://www.boxofficemojo.com/movies/?id=untitledvampirespoof.htm,36661504,43886362,80,20000000,1,0,0,0,,http://www.imdb.com/title/tt1666186/,Fox,36661504,3233,12202831,3233,0,1,matched (3),0,8,matched (3),1,matched (3),18,167.89999,3.4000001,8.2592001,matched (3),Vampires Suck,0,0,0,0,1,"August 18, 2010","November 11, 2010",10
1829,2015,76,The DUFF,http://www.boxofficemojo.com/movies/?id=duff.htm,34030343,9498291,101,8500000,0,0,0,0,,http://www.imdb.com/title/tt1666801/,LGF,34030343,2622,10809149,2575,0,1,matched (3),0,11,matched (3),1,matched (3),56,270.39999,6.5,3.4217501,matched (3),The DUFF,0,0,0,0,0,"February 20, 2015","May 14, 2015",10
1830,2012,49,Mirror Mirror,http://www.boxofficemojo.com/movies/?id=untitledsnowwhite.htm,64935167,118083355,106,85000000,0,0,0,0,,http://www.imdb.com/title/tt1667353/,Rela.,64935167,3618,18132085,3603,0,2,matched (3),1,15,matched (3),5,matched (3),46,241.10001,5.5999999,4.3461599,matched (3),Mirror Mirror,0,1,1,0,0,"March 30, 2012","August 16, 2012",10
1831,2012,16,Ice Age: Continental Drift,http://www.boxofficemojo.com/movies/?id=iceage4.htm,161321843,715922939,94,95000000,1,0,0,0,,http://www.imdb.com/title/tt1667889/,Fox,161321843,3886,46629259,3881,0,1,matched (3),0,30,matched (3),4,matched (3),49,231.5,6.5999999,2.9816,matched (3),Ice Age: Continental Drift,0,0,0,0,1,"July 13, 2012","February 7, 2013",10
1832,2011,145,Sarah's Key,http://www.boxofficemojo.com/movies/?id=sarahskey.htm,7693187,13424906,111,,0,0,0,0,,http://www.imdb.com/title/tt1668200/,Wein.,7693187,319,115708,5,1,1,matched (3),0,12,matched (3),2,matched (3),59,248,7.5,2.2722499,matched (3),Elle s'appelait Sarah,,,,,0,"July 22, 2011","December 8, 2011",10
1833,2013,27,Now You See Me,http://www.boxofficemojo.com/movies/?id=nowyouseeme.htm,117723989,234000000,116,75000000,0,0,0,0,,http://www.imdb.com/title/tt1670345/,LG/S,117723989,3082,29350389,2925,0,2,matched (3),0,3,matched (3),3,matched (3),50,435.60001,7.3000002,2.8768899,matched (3),Now You See Me,0,0,0,0,0,"May 31, 2013","September 26, 2013",10
1834,2012,6,The Twilight Saga: Breaking Dawn Part 2,http://www.boxofficemojo.com/movies/?id=breakingdawn2.htm,292324737,537422083,116,120000000,0,0,0,0,,http://www.imdb.com/title/tt1673434/,LG/S,292324737,4070,141067634,4070,0,1,matched (3),0,42,matched (3),4,matched (3),52,293.39999,5.5,8.9077501,matched (3),The Twilight Saga: Breaking Dawn - Part 2,0,0,0,0,0,"November 16, 2012","March 7, 2013",10
1835,2013,170,The Sapphires,http://www.boxofficemojo.com/movies/?id=sapphires.htm,2450867,17972761,98,,0,0,0,0,,http://www.imdb.com/title/tt1673697/,Wein.,2450867,126,38372,4,1,1,matched (3),1,60,matched (3),5,matched (3),67,172,7,2.8299999,matched (3),The Sapphires,,,,,0,"March 22, 2013","July 25, 2013",10
1836,2015,80,Entourage,http://www.boxofficemojo.com/movies/?id=entourage.htm,32363404,16900000,104,30000000,1,0,1,0,,http://www.imdb.com/title/tt1674771/,WB,32363404,3108,10283250,3108,0,1,matched (3),,,master only (1),1,matched (3),38,386.70001,6.5999999,4.1497998,matched (3),Entourage,0,0,0,0,1,"June 3, 2015","August 13, 2015",10
1837,2011,187,Take Shelter,http://www.boxofficemojo.com/movies/?id=takeshelter.htm,1730296,1369018,120,5000000,1,0,1,0,,http://www.imdb.com/title/tt1675192/,SPC,1730296,91,52041,3,0,1,matched (3),1,88,matched (3),2,matched (3),85,79,7.4000001,2.52704,matched (3),Take Shelter,0,0,0,0,0,"September 30, 2011","March 22, 2012",10
1838,2012,136,The Intouchables (U.S.-only),http://www.boxofficemojo.com/movies/?id=intouchables.htm,10198820,416389690,112,,0,0,1,0,,http://www.imdb.com/title/tt1675434/,Wein.,10198820,194,103507,4,1,1,matched (3),1,116,matched (3),3,matched (3),57,503.70001,8.5,1.83575,matched (3),The Intouchables,,,,,1,"May 25, 2012","January 17, 2013",10
1839,2011,107,Born to Be Wild (IMAX),http://www.boxofficemojo.com/movies/?id=borntobewildimax.htm,24874453,15217622,40,,1,1,0,0,,http://www.imdb.com/title/tt1680059/,WB,24852002,208,871478,206,0,1,matched (3),0,1,matched (3),3,matched (3),66,82.800003,7.5999999,3.3166001,matched (3),Born to Be Wild,0,0,0,0,0,"April 8, 2011",,10
1840,2013,189,Stoker,http://www.boxofficemojo.com/movies/?id=stoker.htm,1714221,10363220,,12000000,1,0,1,0,,http://www.imdb.com/title/tt1682180/,FoxS,1714221,275,160547,7,0,2,matched (3),0,46,matched (3),2,matched (3),58,676.59998,6.8000002,3.3250401,matched (3),Stoker,0,1,1,0,0,"March 1, 2013","May 9, 2013",10
1841,2012,159,Bully (PG-13),http://www.boxofficemojo.com/movies/?id=bullypg13.htm,3863446,,98,,0,0,0,0,,http://www.imdb.com/title/tt1682181/,Wein.,3863446,263,535433,158,0,1,matched (3),0,44,matched (3),1,matched (3),74,137.8,7.4000001,3.23084,matched (3),Bully,0,0,0,0,0,"April 13, 2012","June 21, 2012",10
1842,2014,138,Vampire Academy,http://www.boxofficemojo.com/movies/?id=vampireacademy.htm,7791979,7600000,104,,0,0,0,0,,http://www.imdb.com/title/tt1686821/,Wein.,7791979,2676,3921742,2676,0,2,matched (3),0,2,matched (3),5,matched (3),31,304,5.5,6.9359999,matched (3),Vampire Academy,0,0,0,0,0,"February 7, 2014","April 10, 2014",10
1843,2013,4,Despicable Me 2,http://www.boxofficemojo.com/movies/?id=despicableme2.htm,368061265,602700620,98,76000000,1,0,0,0,,http://www.imdb.com/title/tt1690953/,Uni.,368061265,4003,83517315,3997,0,1,matched (3),1,123,matched (3),4,matched (3),62,154.39999,7.4000001,2.4888,matched (3),Despicable Me 2,0,0,0,0,1,"July 3, 2013","January 16, 2014",10
1844,2013,39,Planes,http://www.boxofficemojo.com/movies/?id=planes.htm,90288712,148970000,92,50000000,1,0,0,0,,http://www.imdb.com/title/tt1691917/,BV,90288712,3716,22232291,3702,0,1,matched (3),0,12,matched (3),4,matched (3),39,359.79999,5.6999998,4.1115098,matched (3),Planes,0,0,0,0,0,"August 9, 2013","December 19, 2013",10
1845,2011,177,Carnage (2011),http://www.boxofficemojo.com/movies/?id=carnage2011.htm,2547047,25056022,79,,1,0,1,0,,http://www.imdb.com/title/tt1692486/,SPC,2547047,494,79795,5,1,4,matched (3),1,36,matched (3),2,matched (3),61,151.8,7.1999998,2.6617601,matched (3),Carnage,,,,,0,"December 16, 2011","May 3, 2012",10
1846,2012,87,The Guilt Trip,http://www.boxofficemojo.com/movies/?id=mymotherscurse.htm,37134215,4729511,95,40000000,1,0,0,0,,http://www.imdb.com/title/tt1694020/,Par.,37134215,2431,5290629,2431,0,1,matched (3),0,1,matched (3),2,matched (3),50,161.39999,5.8000002,3.2867999,matched (3),The Guilt Trip,1,0,1,0,0,"December 19, 2012","March 7, 2013",10
1847,2014,48,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",http://www.boxofficemojo.com/movies/?id=alexanderbadday.htm,66954149,34425138,81,28000000,1,0,0,0,,http://www.imdb.com/title/tt1698641/,BV,66954149,3117,18360230,3088,0,1,matched (3),0,10,matched (3),2,matched (3),54,130.3,6.1999998,3.04864,matched (3),"Alexander and the Terrible, Horrible, No Good, Very Bad Day",0,1,1,0,1,"October 10, 2014","February 26, 2015",10
1848,2013,198,Girl Most Likely,http://www.boxofficemojo.com/movies/?id=girlmostlikely.htm,1378591,,103,,0,0,0,0,,http://www.imdb.com/title/tt1698648/,RAtt.,1378591,351,694447,351,0,1,matched (3),,,master only (1),1,matched (3),38,232.2,5.8000002,3.5174,matched (3),Girl Most Likely,0.5,0,0.5,0,1,"July 19, 2013","September 12, 2013",10
1849,2011,162,Seven Days in Utopia,http://www.boxofficemojo.com/movies/?id=sevendaysinutopia.htm,4373074,,98,,0,1,0,0,,http://www.imdb.com/title/tt1699147/,Visio,4373074,561,1316910,561,0,1,matched (3),0,5,matched (3),2,matched (3),37,469.89999,6.0999999,5.96281,matched (3),Seven Days in Utopia,0,0,0,0,0,"September 2, 2011","November 3, 2011",10
1850,2013,133,Tyler Perry Presents Peeples,http://www.boxofficemojo.com/movies/?id=wethepeeples.htm,9177065,130000,95,15000000,0,0,0,0,,http://www.imdb.com/title/tt1699755/,LGF,9177065,2041,4611534,2041,0,1,matched (3),0,6,matched (3),2,matched (3),52,167.39999,5.3000002,5.9480901,matched (3),Peeples,1,1,1,1,0,"May 10, 2013","June 13, 2013",10
1851,2012,150,Casa De Mi Padre,http://www.boxofficemojo.com/movies/?id=casademipadre.htm,5909483,2132184,84,,0,0,1,0,,http://www.imdb.com/title/tt1702425/,LGF,5909483,475,2287239,382,0,1,matched (3),0,7,matched (3),2,matched (3),52,455.5,5.5,4.97225,matched (3),Casa de mi Padre,0,0,0,0,0,"March 16, 2012","May 17, 2012",10
1852,2013,48,Safe Haven,http://www.boxofficemojo.com/movies/?id=safehaven.htm,71349120,26245020,115,28000000,0,0,0,0,,http://www.imdb.com/title/tt1702439/,Rela.,71349120,3223,21401594,3223,0,1,matched (3),0,11,matched (3),3,matched (3),34,228.8,6.6999998,3.7184899,matched (3),Safe Haven,0,0,0,0,0,"February 14, 2013","May 30, 2013",10
1853,2011,50,Justin Bieber: Never Say Never,http://www.boxofficemojo.com/movies/?id=bieber3d.htm,73013910,26022917,105,13000000,1,1,0,0,,http://www.imdb.com/title/tt1702443/,Par.,73013910,3118,29514054,3105,0,1,matched (3),0,9,matched (3),2,matched (3),52,325.10001,1.6,9.0647602,matched (3),Justin Bieber: Never Say Never,0,1,1,0,0,"February 11, 2011","May 12, 2011",10
1854,2012,138,Bernie,http://www.boxofficemojo.com/movies/?id=bernie.htm,9206470,,104,,0,0,0,0,,http://www.imdb.com/title/tt1704573/,MNE,9206470,332,85805,3,0,1,matched (3),1,47,matched (3),3,matched (3),75,344.10001,6.8000002,2.62992,matched (3),Bernie,0,0,0,0,0,"April 27, 2012","September 20, 2012",10
1855,2012,50,Chronicle (2012),http://www.boxofficemojo.com/movies/?id=chronicle2012.htm,64575175,62060922,83,12000000,1,0,0,0,,http://www.imdb.com/title/tt1706593/,Fox,64575175,2908,22004098,2907,0,1,matched (3),0,8,matched (3),3,matched (3),69,160.3,7.0999999,2.97401,matched (3),Chronicle,0,0,0,0,0,"February 3, 2012","June 7, 2012",10
1856,2014,147,Snowpiercer,http://www.boxofficemojo.com/movies/?id=snowpiercer.htm,4563650,82195262,126,,0,0,1,0,,http://www.imdb.com/title/tt1706620/,RTWC,4563650,356,171187,8,1,4,matched (3),1,147,matched (3),4,matched (3),84,147.39999,7.0999999,3.3068099,matched (3),Snowpiercer,,,,,1,"June 27, 2014","October 23, 2014",10
1857,2012,18,Les Miserables (2012),http://www.boxofficemojo.com/movies/?id=lesmiserables2012.htm,148809770,293000000,157,61000000,1,0,0,0,,http://www.imdb.com/title/tt1707386/,Uni.,148809770,2927,27281735,2814,0,2,matched (3),1,542,matched (3),3,matched (3),63,236.5,7.5999999,3.7938001,matched (3),Les Misérables,0,0,0,0,0,"December 25, 2012","April 4, 2013",10
1858,2012,98,Joyful Noise,http://www.boxofficemojo.com/movies/?id=joyfulnoise.htm,30932113,226000,118,,1,0,0,0,,http://www.imdb.com/title/tt1710396/,WB,30932113,2735,11225190,2735,0,1,matched (3),0,1,matched (3),2,matched (3),44,203.10001,5.8000002,6.8476,matched (3),Joyful Noise,0,0,0,0,0,"January 13, 2012","March 22, 2012",10
1859,2013,99,21 and Over,http://www.boxofficemojo.com/movies/?id=21andover.htm,25682380,22383292,93,13000000,0,0,1,0,,http://www.imdb.com/title/tt1711425/,Rela.,25682380,2771,8754168,2771,0,1,matched (3),0,3,matched (3),1,matched (3),34,735.59998,5.9000001,3.8671899,matched (3),21 & Over,0,0,0,0,1,"March 1, 2013","May 16, 2013",10
1860,2012,103,Alex Cross,http://www.boxofficemojo.com/movies/?id=alexcross.htm,25888412,8700000,101,35000000,0,0,0,0,,http://www.imdb.com/title/tt1712170/,LG/S,25888412,2541,11396768,2539,0,2,matched (3),0,4,matched (3),4,matched (3),30,282.89999,5.0999999,4.83079,matched (3),Alex Cross,0,0,0,0,0,"October 19, 2012","January 3, 2013",10
1861,2013,144,The Spectacular Now,http://www.boxofficemojo.com/movies/?id=spectacularnow.htm,6854611,,95,,0,0,1,0,,http://www.imdb.com/title/tt1714206/,A24,6854611,770,197415,4,0,1,matched (3),1,62,matched (3),3,matched (3),82,59.400002,7.0999999,2.586,matched (3),The Spectacular Now,0,0,0,0,0,"August 2, 2013","December 12, 2013",10
1862,2014,189,Only Lovers Left Alive,http://www.boxofficemojo.com/movies/?id=onlyloversleftalive.htm,1879534,,123,7000000,1,0,1,0,,http://www.imdb.com/title/tt1714915/,SPC,1879534,95,87989,4,1,6,matched (3),1,61,matched (3),5,matched (3),79,157.60001,7.3000002,3.38591,matched (3),Only Lovers Left Alive,0,0,0,0,0,"April 11, 2014","September 18, 2014",10
1863,2012,133,People Like Us,http://www.boxofficemojo.com/movies/?id=peoplelikeus.htm,12434778,,115,16000000,1,0,0,0,,http://www.imdb.com/title/tt1716777/,BV,12434778,2055,4255423,2055,0,1,matched (3),,,master only (1),1,matched (3),49,530.29999,7.0999999,2.39201,matched (3),People Like Us,0,0,0,0,0,"June 29, 2012","August 30, 2012",10
1864,2012,153,October Baby (2012),http://www.boxofficemojo.com/movies/?id=octoberbaby2012.htm,5157886,,107,,0,0,0,0,,http://www.imdb.com/title/tt1720182/,Gold.,5157886,390,1697130,390,0,1,matched (3),0,3,matched (3),1,matched (3),32,532.5,6.8000002,7.6262002,matched (3),October Baby,0,0,0,0,1,"March 23, 2012","June 14, 2012",10
1865,2012,142,Friends with Kids,http://www.boxofficemojo.com/movies/?id=friendswithkids.htm,7251073,5768000,100,,0,0,1,0,,http://www.imdb.com/title/tt1720616/,RAtt.,7251073,640,2019083,369,0,1,matched (3),0,3,matched (3),3,matched (3),55,246.39999,6.0999999,3.2516,matched (3),Friends with Kids,1,0,1,0,0,"March 9, 2012","June 14, 2012",10
1866,2013,16,We're the Millers,http://www.boxofficemojo.com/movies/?id=werethemillers.htm,150394119,119600000,110,37000000,1,0,1,0,,http://www.imdb.com/title/tt1723121/,WB (NL),150394119,3445,26419396,3260,0,1,matched (3),0,27,matched (3),2,matched (3),44,113.3,7,2.559,matched (3),We're the Millers,0,0,0,0,0,"August 7, 2013","December 5, 2013",10
1867,2011,165,Shame,http://www.boxofficemojo.com/movies/?id=shame.htm,3909002,13784673,99,,1,0,0,0,,http://www.imdb.com/title/tt1723811/,FoxS,3909002,95,349519,10,1,1,matched (3),1,158,matched (3),1,matched (3),72,528.90002,7.1999998,3.1807201,matched (3),Shame,0,0,0,0,0,"December 2, 2011","March 15, 2012",10
1868,2014,162,Before I Go To Sleep,http://www.boxofficemojo.com/movies/?id=beforeigotosleep.htm,3242457,11818000,92,,0,0,1,0,,http://www.imdb.com/title/tt1726592/,CE,3242457,1902,1843347,1902,0,4,matched (3),,,master only (1),3,matched (3),41,276.5,6.3000002,2.4264901,matched (3),Before I Go to Sleep,0,0,0,0,0,"October 31, 2014","November 20, 2014",10
1869,2012,183,Killer Joe,http://www.boxofficemojo.com/movies/?id=killerjoe.htm,1987762,1677307,103,,0,0,0,0,,http://www.imdb.com/title/tt1726669/,LD,1987762,75,37900,3,0,1,matched (3),1,29,matched (3),4,matched (3),62,324.20001,6.6999998,3.4824901,matched (3),Killer Joe,0,0,0,0,0,"July 27, 2012","October 14, 2012",10
1870,2013,107,"The Way, Way Back",http://www.boxofficemojo.com/movies/?id=waywayback.htm,21506546,1692106,103,,1,0,0,0,,http://www.imdb.com/title/tt1727388/,FoxS,21506546,1001,552788,19,0,1,matched (3),0,47,matched (3),2,matched (3),68,307.20001,7.4000001,2.2090001,matched (3),The Way Way Back,0,0,0,0,1,"July 5, 2013","November 21, 2013",10
1871,2015,157,Scouts Guide to the Zombie Apocalypse,http://www.boxofficemojo.com/movies/?id=scoutsvszombies.htm,3703046,11157720,93,15000000,1,0,1,0,,http://www.imdb.com/title/tt1727776/,Par.,3703046,1509,1841007,1509,0,1,matched (3),0,5,matched (3),3,matched (3),32,275.10001,6.3000002,3.1104,matched (3),Scouts Guide to the Zombie Apocalypse,0,0,0,0,0,"October 30, 2015","November 19, 2015",10
1872,2011,184,Bodyguard,http://www.boxofficemojo.com/movies/?id=bodyguard2011.htm,1834384,,145,,0,0,0,1,,http://www.imdb.com/title/tt1729637/,Relbig.,1834384,88,863751,88,1,1,matched (3),0,16,matched (3),2,matched (3),41,361,4.6999998,9.7112904,matched (3),Bodyguard,,,,,1,"August 31, 2011","September 29, 2011",5
