,Columns are already created in the csv file at the rightest side,imdbcrewcastlink,year,imdbfilmtitle,role,imdbfilmlink,bomtitle,bomlink,starpower-director,name_id,releasedate,prior10weeksDate
1291,Roger Kumble,http://www.imdb.com/name/nm0474955/,2008,College Road Trip,Director,http://www.imdb.com/title/tt0997047/,College Road Trip,http://www.boxofficemojo.com/movies/?id=collegeroadtrip.htm,15093,nm0474955,3/7/2008,12/28/2007
1292,Rod Lurie,http://www.imdb.com/name/nm0527109/,2011,Straw Dogs,Director,http://www.imdb.com/title/tt0999913/,Straw Dogs (2011),http://www.boxofficemojo.com/movies/?id=strawdogs10.htm,12429,nm0527109,9/16/2011,7/8/2011
1293,Michael Patrick King,http://www.imdb.com/name/nm0455078/,2008,Sex and the City,Director,http://www.imdb.com/title/tt1000774/,Sex and the City,http://www.boxofficemojo.com/movies/?id=sexandthecity.htm,10850,nm0455078,5/30/2008,3/21/2008
1294,Ken Kwapis,http://www.imdb.com/name/nm0477129/,2009,Ce que pensent les hommes,Director,http://www.imdb.com/title/tt1001508/,He's Just Not That Into You,http://www.boxofficemojo.com/movies/?id=hesjustnotthatintoyou.htm,8012,nm0477129,2/6/2009,11/28/2008
1295,Tom McGrath,http://www.imdb.com/name/nm0569891/,2010,Megamind,Director,http://www.imdb.com/title/tt1001526/,Megamind,http://www.boxofficemojo.com/movies/?id=mastermind.htm,7840,nm0569891,11/5/2010,8/27/2010
1296,Charles Robert Carner,http://www.imdb.com/name/nm0138706/,2008,Witless Protection,Director,http://www.imdb.com/title/tt1001562/,Witless Protection,http://www.boxofficemojo.com/movies/?id=witlessprotection.htm,54541,nm0138706,2/22/2008,12/14/2007
1297,Kevin Smith,http://www.imdb.com/name/nm0003620/,2008,Zack and Miri Make a Porno,Director,http://www.imdb.com/title/tt1007028/,Zack and Miri Make a Porno,http://www.boxofficemojo.com/movies/?id=zackandmirimakeaporno.htm,454,nm0003620,10/31/2008,8/22/2008
1298,Phyllida Lloyd,http://www.imdb.com/name/nm1630273/,2011,The Iron Lady,Director,http://www.imdb.com/title/tt1007029/,The Iron Lady,http://www.boxofficemojo.com/movies/?id=ironlady.htm,13665,nm1630273,12/30/2011,10/21/2011
1299,Danny Boyle,http://www.imdb.com/name/nm0000965/,2008,Slumdog Millionaire,Director,http://www.imdb.com/title/tt1010048/,Slumdog Millionaire,http://www.boxofficemojo.com/movies/?id=slumdogmillionaire.htm,1869,nm0000965,11/12/2008,9/3/2008
1300,David Mamet,http://www.imdb.com/name/nm0000519/,2008,Redbelt,Director,http://www.imdb.com/title/tt1012804/,Redbelt,http://www.boxofficemojo.com/movies/?id=redbelt.htm,2539,nm0000519,5/2/2008,2/22/2008
1301,James Mangold,http://www.imdb.com/name/nm0003506/,2010,Knight and Day,Director,http://www.imdb.com/title/tt1013743/,Knight & Day,http://www.boxofficemojo.com/movies/?id=cruisediaz10.htm,3881,nm0003506,6/23/2010,4/14/2010
1302,Justin Lin,http://www.imdb.com/name/nm0510912/,2009,Fast & Furious,Director,http://www.imdb.com/title/tt1013752/,Fast and Furious,http://www.boxofficemojo.com/movies/?id=fastandthefurious4.htm,4449,nm0510912,4/3/2009,1/23/2009
1303,Gus Van Sant,http://www.imdb.com/name/nm0001814/,2008,Milk,Director,http://www.imdb.com/title/tt1013753/,Milk,http://www.boxofficemojo.com/movies/?id=milk.htm,1336,nm0001814,11/26/2008,9/17/2008
1304,Tim Burton,http://www.imdb.com/name/nm0000318/,2010,Alice in Wonderland,Director,http://www.imdb.com/title/tt1014759/,Alice in Wonderland (2010),http://www.boxofficemojo.com/movies/?id=aliceinwonderland10.htm,125,nm0000318,3/5/2010,12/25/2009
1305,Raja Gosnell,http://www.imdb.com/name/nm0331532/,2008,Beverly Hills Chihuahua,Director,http://www.imdb.com/title/tt1014775/,Beverly Hills Chihuahua,http://www.boxofficemojo.com/movies/?id=beverlyhillschihuahua.htm,14609,nm0331532,10/3/2008,7/25/2008
1306,Kevin Tancharoen,http://www.imdb.com/name/nm1160495/,2009,Fame,Director,http://www.imdb.com/title/tt1016075/,Fame (2009),http://www.boxofficemojo.com/movies/?id=fame09.htm,15487,nm1160495,9/25/2009,7/17/2009
1307,Alex Gibney,http://www.imdb.com/name/nm0316795/,2005,Enron: The Smartest Guys in the Room,Director,http://www.imdb.com/title/tt1016268/,Enron: The Smartest Guys in the Room,http://www.boxofficemojo.com/movies/?id=enron.htm,49958,nm0316795,4/22/2005,2/11/2005
1308,Floria Sigismondi,http://www.imdb.com/name/nm0797455/,2010,The Runaways,Director,http://www.imdb.com/title/tt1017451/,The Runaways,http://www.boxofficemojo.com/movies/?id=therunaways.htm,8456,nm0797455,3/19/2010,1/8/2010
1309,Vincenzo Natali,http://www.imdb.com/name/nm0622112/,2009,Splice - Das Genexperiment,Director,http://www.imdb.com/title/tt1017460/,Splice,http://www.boxofficemojo.com/movies/?id=splice.htm,7861,nm0622112,6/4/2010,3/26/2010
1310,David Gordon Green,http://www.imdb.com/name/nm0337773/,2015,Our Brand Is Crisis,Director,http://www.imdb.com/title/tt1018765/,Our Brand Is Crisis (2015),http://www.boxofficemojo.com/movies/?id=ourbrandiscrisis20115.htm,6938,nm0337773,10/30/2015,8/21/2015
1311,Sanaa Hamri,http://www.imdb.com/name/nm1065402/,2008,The Sisterhood of the Traveling Pants 2,Director,http://www.imdb.com/title/tt1018785/,The Sisterhood of the Traveling Pants 2,http://www.boxofficemojo.com/movies/?id=travelingpants2.htm,19547,nm1065402,8/6/2008,5/28/2008
1312,Ethan Coen,http://www.imdb.com/name/nm0001053/,2009,A Serious Man,Director,http://www.imdb.com/title/tt1019452/,A Serious Man,http://www.boxofficemojo.com/movies/?id=seriousman.htm,1772,nm0001053,10/2/2009,7/24/2009
1313,Joel Coen,http://www.imdb.com/name/nm0001054/,2009,A Serious Man,Director,http://www.imdb.com/title/tt1019452/,A Serious Man,http://www.boxofficemojo.com/movies/?id=seriousman.htm,1084,nm0001054,10/2/2009,7/24/2009
1314,Ava DuVernay,http://www.imdb.com/name/nm1148550/,2014,Selma,Director,http://www.imdb.com/title/tt1020072/,Selma,http://www.boxofficemojo.com/movies/?id=selma.htm,14907,nm1148550,12/25/2014,10/16/2014
1315,Abbas Kiarostami,http://www.imdb.com/name/nm0452102/,2010,Certified Copy,Director,http://www.imdb.com/title/tt1020773/,Certified Copy,http://www.boxofficemojo.com/movies/?id=certifiedcopy.htm,6741,nm0452102,3/11/2011,12/31/2010
1316,Howard Hall,http://www.imdb.com/name/nm0355652/,2009,Under the Sea 3D,Director,http://www.imdb.com/title/tt1020876/,Under the Sea 3D,http://www.boxofficemojo.com/movies/?id=underthesea3d.htm,104750,nm0355652,2/13/2009,12/5/2008
1317,Thomas Balmès,http://www.imdb.com/name/nm0050988/,2010,Babys,Director,http://www.imdb.com/title/tt1020938/,Babies,http://www.boxofficemojo.com/movies/?id=babies.htm,43616,nm0050988,5/7/2010,2/26/2010
1318,Marc Webb,http://www.imdb.com/name/nm1989536/,2009,500 Days of Summer,Director,http://www.imdb.com/title/tt1022603/,(500) Days of Summer,http://www.boxofficemojo.com/movies/?id=500daysofsummer.htm,12465,nm1989536,7/17/2009,5/8/2009
1319,Jeff Wadlow,http://www.imdb.com/name/nm0905592/,2008,Never Back Down,Director,http://www.imdb.com/title/tt1023111/,Never Back Down,http://www.boxofficemojo.com/movies/?id=neverbackdown.htm,23526,nm0905592,3/14/2008,1/4/2008
1320,Peter Weir,http://www.imdb.com/name/nm0001837/,2010,The Way Back,Director,http://www.imdb.com/title/tt1023114/,The Way Back,http://www.boxofficemojo.com/movies/?id=wayback.htm,1566,nm0001837,1/21/2011,11/12/2010
1321,Jan Kounen,http://www.imdb.com/name/nm0468007/,2009,Coco Chanel & Igor Stravinsky,Director,http://www.imdb.com/title/tt1023441/,Coco Chanel & Igor Stravinsky,http://www.boxofficemojo.com/movies/?id=cocoandigor.htm,14728,nm0468007,6/11/2010,4/2/2010
1322,Jon M. Chu,http://www.imdb.com/name/nm0160840/,2008,Step Up 2: The Streets,Director,http://www.imdb.com/title/tt1023481/,Step Up 2 the Streets,http://www.boxofficemojo.com/movies/?id=stepup2.htm,182611,nm0160840,2/14/2008,12/6/2007
1323,Ben Affleck,http://www.imdb.com/name/nm0000255/,2012,Argo,Director,http://www.imdb.com/title/tt1024648/,Argo,http://www.boxofficemojo.com/movies/?id=argo.htm,249,nm0000255,10/12/2012,8/3/2012
1324,Clark Gregg,http://www.imdb.com/name/nm0163988/,2008,Choke,Director,http://www.imdb.com/title/tt1024715/,Choke,http://www.boxofficemojo.com/movies/?id=choke.htm,2702,nm0163988,9/26/2008,7/18/2008
1325,Farah Khan,http://www.imdb.com/name/nm0007134/,2007,Ом Шанти Ом,Director,http://www.imdb.com/title/tt1024943/,Om Shanti Om,http://www.boxofficemojo.com/movies/?id=omshantiom.htm,12411,nm0007134,11/9/2007,8/31/2007
1326,Oliver Stone,http://www.imdb.com/name/nm0000231/,2010,Wall Street: Money Never Sleeps,Director,http://www.imdb.com/title/tt1027718/,Wall Street: Money Never Sleeps,http://www.boxofficemojo.com/movies/?id=wallstreet2.htm,1524,nm0000231,9/24/2010,7/16/2010
1327,Sean MacLeod Phillips,http://www.imdb.com/name/nm0680782/,2007,Sea Monsters: A Prehistoric Adventure,Director,http://www.imdb.com/title/tt1027743/,Sea Monsters: A Prehistoric Adventure (IMAX),http://www.boxofficemojo.com/movies/?id=seamonsters.htm,312715,nm0680782,10/5/2007,7/27/2007
1328,Joshua Michael Stern,http://www.imdb.com/name/nm0827750/,2008,Swing Vote,Director,http://www.imdb.com/title/tt1027862/,Swing Vote,http://www.boxofficemojo.com/movies/?id=swingvote.htm,6092,nm0827750,8/1/2008,5/23/2008
1329,Randall Wallace,http://www.imdb.com/name/nm0908824/,2010,Secretariat,Director,http://www.imdb.com/title/tt1028576/,Secretariat,http://www.boxofficemojo.com/movies/?id=secretariat.htm,5270,nm0908824,10/8/2010,7/30/2010
1330,Rakesh Roshan,http://www.imdb.com/name/nm0004363/,2013,Krrish 3,Director,http://www.imdb.com/title/tt1029231/,Krrish 3,http://www.boxofficemojo.com/movies/?id=krrish3.htm,24036,nm0004363,11/1/2013,8/23/2013
1331,Gil Kenan,http://www.imdb.com/name/nm1481493/,2015,Poltergeist,Director,http://www.imdb.com/title/tt1029360/,Poltergeist (2015),http://www.boxofficemojo.com/movies/?id=poltergeist2015.htm,11049,nm1481493,5/22/2015,3/13/2015
1332,Peter Cattaneo,http://www.imdb.com/name/nm0146341/,2008,The Rocker,Director,http://www.imdb.com/title/tt1031969/,The Rocker,http://www.boxofficemojo.com/movies/?id=rocker.htm,12184,nm0146341,8/20/2008,6/11/2008
1333,Sngmoo Lee,http://www.imdb.com/name/nm2788363/,2010,The Warrior's Way,Director,http://www.imdb.com/title/tt1032751/,The Warrior's Way,http://www.boxofficemojo.com/movies/?id=warriorsway.htm,34535,nm2788363,12/3/2010,9/24/2010
1334,Guy Ritchie,http://www.imdb.com/name/nm0005363/,2008,RocknRolla,Director,http://www.imdb.com/title/tt1032755/,RockNRolla,http://www.boxofficemojo.com/movies/?id=rocknrolla.htm,752,nm0005363,10/8/2008,7/30/2008
1335,Chris Columbus,http://www.imdb.com/name/nm0001060/,2009,"I Love You, Beth Cooper",Director,http://www.imdb.com/title/tt1032815/,I Love You Beth Cooper,http://www.boxofficemojo.com/movies/?id=iloveyoubethcooper.htm,2793,nm0001060,7/10/2009,5/1/2009
1336,Eran Kolirin,http://www.imdb.com/name/nm0464115/,2007,La visite de la fanfare,Director,http://www.imdb.com/title/tt1032856/,The Band's Visit,http://www.boxofficemojo.com/movies/?id=bandsvisit.htm,35119,nm0464115,2/8/2008,11/30/2007
1337,Alexander Payne,http://www.imdb.com/name/nm0668247/,2011,The Descendants,Director,http://www.imdb.com/title/tt1033575/,The Descendants,http://www.boxofficemojo.com/movies/?id=descendents.htm,3272,nm0668247,11/16/2011,9/7/2011
1338,Tom Vaughan,http://www.imdb.com/name/nm0891114/,2008,What Happens in Vegas,Director,http://www.imdb.com/title/tt1033643/,What Happens in Vegas,http://www.boxofficemojo.com/movies/?id=whathappensinvegas.htm,22429,nm0891114,5/9/2008,2/29/2008
1339,Mark Neveldine,http://www.imdb.com/name/nm0004410/,2009,Gamer,Director,http://www.imdb.com/title/tt1034032/,Gamer,http://www.boxofficemojo.com/movies/?id=game09.htm,6909,nm0004410,9/4/2009,6/26/2009
1340,Brian Taylor,http://www.imdb.com/name/nm0962729/,2009,Gamer,Director,http://www.imdb.com/title/tt1034032/,Gamer,http://www.boxofficemojo.com/movies/?id=game09.htm,10259,nm0962729,9/4/2009,6/26/2009
1341,Edward Zwick,http://www.imdb.com/name/nm0001880/,2008,Defiance,Director,http://www.imdb.com/title/tt1034303/,Defiance,http://www.boxofficemojo.com/movies/?id=defiance.htm,2947,nm0001880,12/31/2008,10/22/2008
1342,Tim Chambers,http://www.imdb.com/name/nm1016748/,2009,The Mighty Macs,Director,http://www.imdb.com/title/tt1034324/,The Mighty Macs,http://www.boxofficemojo.com/movies/?id=mightymacs.htm,98578,nm1016748,10/21/2011,8/12/2011
1343,Jon Avnet,http://www.imdb.com/name/nm0000816/,2008,Righteous Kill,Director,http://www.imdb.com/title/tt1034331/,Righteous Kill,http://www.boxofficemojo.com/movies/?id=righteouskill.htm,4909,nm0000816,9/12/2008,7/4/2008
1344,Kevin Macdonald,http://www.imdb.com/name/nm0531817/,2011,The Eagle,Director,http://www.imdb.com/title/tt1034389/,The Eagle,http://www.boxofficemojo.com/movies/?id=eagleoftheninth.htm,5541,nm0531817,2/11/2011,12/3/2010
1345,Anne Fontaine,http://www.imdb.com/name/nm0284774/,2009,Coco Before Chanel,Director,http://www.imdb.com/title/tt1035736/,Coco Before Chanel,http://www.boxofficemojo.com/movies/?id=cocobeforechanel.htm,7671,nm0284774,9/25/2009,7/17/2009
1346,Albert Hughes,http://www.imdb.com/name/nm0400436/,2010,The Book of Eli,Director,http://www.imdb.com/title/tt1037705/,The Book of Eli,http://www.boxofficemojo.com/movies/?id=bookofeli.htm,6652,nm0400436,1/15/2010,11/6/2009
1347,Allen Hughes,http://www.imdb.com/name/nm0400441/,2010,The Book of Eli,Director,http://www.imdb.com/title/tt1037705/,The Book of Eli,http://www.boxofficemojo.com/movies/?id=bookofeli.htm,10049,nm0400441,1/15/2010,11/6/2009
1348,Scott Stewart,http://www.imdb.com/name/nm0829820/,2010,Legion,Director,http://www.imdb.com/title/tt1038686/,Legion (2010),http://www.boxofficemojo.com/movies/?id=legion10.htm,10452,nm0829820,1/22/2010,11/13/2009
1349,Andy Tennant,http://www.imdb.com/name/nm0855035/,2010,The Bounty Hunter,Director,http://www.imdb.com/title/tt1038919/,The Bounty Hunter,http://www.boxofficemojo.com/movies/?id=bountyhunter.htm,8897,nm0855035,3/19/2010,1/8/2010
1350,Anne Fletcher,http://www.imdb.com/name/nm0281945/,2009,The Proposal,Director,http://www.imdb.com/title/tt1041829/,The Proposal,http://www.boxofficemojo.com/movies/?id=proposal.htm,10187,nm0281945,6/19/2009,4/10/2009
1351,Darnell Martin,http://www.imdb.com/name/nm0552140/,2008,Cadillac Records,Director,http://www.imdb.com/title/tt1042877/,Cadillac Records,http://www.boxofficemojo.com/movies/?id=cadillacrecords.htm,26792,nm0552140,12/5/2008,9/26/2008
1352,Renny Harlin,http://www.imdb.com/name/nm0001317/,2014,The Legend of Hercules,Director,http://www.imdb.com/title/tt1043726/,The Legend of Hercules,http://www.boxofficemojo.com/movies/?id=herculesbegins.htm,3704,nm0001317,1/10/2014,11/1/2013
1353,Mickey Liddell,http://www.imdb.com/name/nm0509176/,2008,The Haunting of Molly Hartley,Director,http://www.imdb.com/title/tt1045655/,The Haunting of Molly Hartley,http://www.boxofficemojo.com/movies/?id=hauntingofmollyhartley.htm,34861,nm0509176,10/31/2008,8/22/2008
1354,David O. Russell,http://www.imdb.com/name/nm0751102/,2012,Silver Linings Playbook,Director,http://www.imdb.com/title/tt1045658/,Silver Linings Playbook,http://www.boxofficemojo.com/movies/?id=silverliningsplaybook.htm,4046,nm0751102,11/16/2012,9/7/2012
1355,Mike Leigh,http://www.imdb.com/name/nm0005139/,2008,Happy-Go-Lucky,Director,http://www.imdb.com/title/tt1045670/,Happy-Go-Lucky,http://www.boxofficemojo.com/movies/?id=happygolucky.htm,5927,nm0005139,10/10/2008,8/1/2008
1356,John Requa,http://www.imdb.com/name/nm0720135/,2009,I Love You Phillip Morris,Director,http://www.imdb.com/title/tt1045772/,"I Love You, Phillip Morris",http://www.boxofficemojo.com/movies/?id=iloveyouphillipmorris.htm,23243,nm0720135,12/3/2010,9/24/2010
1357,Glenn Ficarra,http://www.imdb.com/name/nm0275629/,2009,I Love You Phillip Morris,Director,http://www.imdb.com/title/tt1045772/,"I Love You, Phillip Morris",http://www.boxofficemojo.com/movies/?id=iloveyouphillipmorris.htm,17177,nm0275629,12/3/2010,9/24/2010
1358,Harold Ramis,http://www.imdb.com/name/nm0000601/,2009,Year One,Director,http://www.imdb.com/title/tt1045778/,Year One,http://www.boxofficemojo.com/movies/?id=yearone.htm,699,nm0000601,6/19/2009,4/10/2009
1359,Howard Deutch,http://www.imdb.com/name/nm0222043/,2008,My Best Friend's Girl,Director,http://www.imdb.com/title/tt1046163/,My Best Friend's Girl,http://www.boxofficemojo.com/movies/?id=mybestfriendsgirl.htm,7725,nm0222043,9/19/2008,7/11/2008
1360,Stephen Sommers,http://www.imdb.com/name/nm0814085/,2009,G.I. Joe: The Rise of Cobra,Director,http://www.imdb.com/title/tt1046173/,G.I. Joe: The Rise of Cobra,http://www.boxofficemojo.com/movies/?id=gijoe.htm,3128,nm0814085,8/7/2009,5/29/2009
1361,Joel Hopkins,http://www.imdb.com/name/nm0394199/,2008,Last Chance Harvey,Director,http://www.imdb.com/title/tt1046947/,Last Chance Harvey,http://www.boxofficemojo.com/movies/?id=lastchanceharvey.htm,20205,nm0394199,12/25/2008,10/16/2008
1362,Spike Lee,http://www.imdb.com/name/nm0000490/,2008,Miracle at St. Anna,Director,http://www.imdb.com/title/tt1046997/,Miracle at St. Anna,http://www.boxofficemojo.com/movies/?id=miracleatstanna.htm,942,nm0000490,9/26/2008,7/18/2008
1363,Stephen Walker,http://www.imdb.com/name/nm0908223/,2007,Young@Heart,Director,http://www.imdb.com/title/tt1047007/,Young@Heart,http://www.boxofficemojo.com/movies/?id=youngatheart08.htm,44045,nm0908223,4/9/2008,1/30/2008
1364,Paul Andrew Williams,http://www.imdb.com/name/nm1440314/,2012,Unfinished Song,Director,http://www.imdb.com/title/tt1047011/,Unfinished Song,http://www.boxofficemojo.com/movies/?id=unfinishedsong.htm,26979,nm1440314,6/21/2013,4/12/2013
1365,Tyler Perry,http://www.imdb.com/name/nm1347153/,2008,Meet the Browns,Director,http://www.imdb.com/title/tt1047494/,Tyler Perry's Meet the Browns,http://www.boxofficemojo.com/movies/?id=meetthebrowns.htm,1594,nm1347153,3/21/2008,1/11/2008
1366,Andy Fickman,http://www.imdb.com/name/nm0275698/,2012,Parental Guidance,Director,http://www.imdb.com/title/tt1047540/,Parental Guidance,http://www.boxofficemojo.com/movies/?id=parentalguidance.htm,17270,nm0275698,12/25/2012,10/16/2012
1367,Bob Peterson,http://www.imdb.com/name/nm0677037/,2009,Up,Director,http://www.imdb.com/title/tt1049413/,Up,http://www.boxofficemojo.com/movies/?id=up.htm,8260,nm0677037,5/29/2009,3/20/2009
1368,Pete Docter,http://www.imdb.com/name/nm0230032/,2009,Up,Director,http://www.imdb.com/title/tt1049413/,Up,http://www.boxofficemojo.com/movies/?id=up.htm,7060,nm0230032,5/29/2009,3/20/2009
1369,Rob Letterman,http://www.imdb.com/name/nm1224299/,2015,Goosebumps,Director,http://www.imdb.com/title/tt1051904/,Goosebumps,http://www.boxofficemojo.com/movies/?id=goosebumps.htm,19503,nm1224299,10/16/2015,8/7/2015
1370,Miguel Sapochnik,http://www.imdb.com/name/nm0764601/,2010,Repo Men,Director,http://www.imdb.com/title/tt1053424/,Repo Men,http://www.boxofficemojo.com/movies/?id=repossessionmambo.htm,12245,nm0764601,3/19/2010,1/8/2010
1371,David Frankel,http://www.imdb.com/name/nm0291205/,2011,The Big Year,Director,http://www.imdb.com/title/tt1053810/,The Big Year,http://www.boxofficemojo.com/movies/?id=bigyear.htm,11068,nm0291205,10/14/2011,8/5/2011
1372,Marc Abraham,http://www.imdb.com/name/nm0008953/,2008,Un éclair de génie,Director,http://www.imdb.com/title/tt1054588/,Flash of Genius,http://www.boxofficemojo.com/movies/?id=flashofgenius.htm,13527,nm0008953,10/3/2008,7/25/2008
1373,Terry Gilliam,http://www.imdb.com/name/nm0000416/,2009,The Imaginarium of Doctor Parnassus,Director,http://www.imdb.com/title/tt1054606/,The Imaginarium of Doctor Parnassus,http://www.boxofficemojo.com/movies/?id=imaginariumofdoctorparnassus.htm,214,nm0000416,12/25/2009,10/16/2009
1374,Greg Berlanti,http://www.imdb.com/name/nm0075528/,2010,Life as We Know It,Director,http://www.imdb.com/title/tt1055292/,Life as We Know It,http://www.boxofficemojo.com/movies/?id=lifeasweknowit.htm,6930,nm0075528,10/8/2010,7/30/2010
1375,Michael Bay,http://www.imdb.com/name/nm0000881/,2009,Transformers: Revenge of the Fallen,Director,http://www.imdb.com/title/tt1055369/,Transformers: Revenge of the Fallen,http://www.boxofficemojo.com/movies/?id=transformers2.htm,811,nm0000881,6/24/2009,4/15/2009
1376,Clint Eastwood,http://www.imdb.com/name/nm0000142/,2009,Invictus,Director,http://www.imdb.com/title/tt1057500/,Invictus,http://www.boxofficemojo.com/movies/?id=eastwood09.htm,109,nm0000142,12/11/2009,10/2/2009
1377,Matthew Robinson,http://www.imdb.com/name/nm2816668/,2009,The Invention of Lying,Director,http://www.imdb.com/title/tt1058017/,The Invention of Lying,http://www.boxofficemojo.com/movies/?id=inventionoflying.htm,19490,nm2816668,10/2/2009,7/24/2009
1378,Ricky Gervais,http://www.imdb.com/name/nm0315041/,2009,The Invention of Lying,Director,http://www.imdb.com/title/tt1058017/,The Invention of Lying,http://www.boxofficemojo.com/movies/?id=inventionoflying.htm,1279,nm0315041,10/2/2009,7/24/2009
1379,D.J. Caruso,http://www.imdb.com/name/nm0142286/,2008,Eagle Eye,Director,http://www.imdb.com/title/tt1059786/,Eagle Eye,http://www.boxofficemojo.com/movies/?id=eagleeye.htm,3859,nm0142286,9/26/2008,7/18/2008
1380,Matt Reeves,http://www.imdb.com/name/nm0716257/,2008,Cloverfield,Director,http://www.imdb.com/title/tt1060277/,Cloverfield,http://www.boxofficemojo.com/movies/?id=cloverfield.htm,6217,nm0716257,1/18/2008,11/9/2007
1381,Richard Linklater,http://www.imdb.com/name/nm0000500/,2014,Boyhood,Director,http://www.imdb.com/title/tt1065073/,Boyhood,http://www.boxofficemojo.com/movies/?id=boyhood.htm,876,nm0000500,7/11/2014,5/2/2014
1382,Robert Zemeckis,http://www.imdb.com/name/nm0000709/,2009,A Christmas Carol,Director,http://www.imdb.com/title/tt1067106/,A Christmas Carol (2009),http://www.boxofficemojo.com/movies/?id=christmascarol09.htm,1966,nm0000709,11/6/2009,8/28/2009
1383,Francis Lawrence,http://www.imdb.com/name/nm1349376/,2011,Water for Elephants,Director,http://www.imdb.com/title/tt1067583/,Water for Elephants,http://www.boxofficemojo.com/movies/?id=waterforelephants.htm,6283,nm1349376,4/22/2011,2/11/2011
1384,Thomas Bezucha,http://www.imdb.com/name/nm0080120/,2011,Plötzlich Star,Director,http://www.imdb.com/title/tt1067774/,Monte Carlo,http://www.boxofficemojo.com/movies/?id=montecarlo.htm,21094,nm0080120,7/1/2011,4/22/2011
1385,Craig Brewer,http://www.imdb.com/name/nm0108132/,2011,Footloose,Director,http://www.imdb.com/title/tt1068242/,Footloose (2011),http://www.boxofficemojo.com/movies/?id=footloose2010.htm,9000,nm0108132,10/14/2011,8/5/2011
1386,Laurent Cantet,http://www.imdb.com/name/nm0134559/,2008,The Class,Director,http://www.imdb.com/title/tt1068646/,The Class,http://www.boxofficemojo.com/movies/?id=class08.htm,11142,nm0134559,12/19/2008,10/10/2008
1387,Philippe Claudel,http://www.imdb.com/name/nm1061623/,2008,So viele Jahre liebe ich dich,Director,http://www.imdb.com/title/tt1068649/,I've Loved You So Long,http://www.boxofficemojo.com/movies/?id=ivelovedyousolong.htm,40012,nm1061623,10/24/2008,8/15/2008
1388,Peyton Reed,http://www.imdb.com/name/nm0715636/,2008,Yes Man,Director,http://www.imdb.com/title/tt1068680/,Yes Man,http://www.boxofficemojo.com/movies/?id=yesman.htm,10525,nm0715636,12/19/2008,10/10/2008
1389,Yôjirô Takita,http://www.imdb.com/name/nm0847690/,2008,Departures,Director,http://www.imdb.com/title/tt1069238/,Departures,http://www.boxofficemojo.com/movies/?id=departures.htm,15466,nm0847690,5/29/2009,3/20/2009
1390,Rich Christiano,http://www.imdb.com/name/nm0160126/,2008,The Secrets of Jonathan Sperry,Director,http://www.imdb.com/title/tt1070858/,The Secrets of Jonathan Sperry,http://www.boxofficemojo.com/movies/?id=secretsofjonathansperry.htm,76555,nm0160126,9/18/2009,7/10/2009
1391,Bruce Beresford,http://www.imdb.com/name/nm0000915/,2009,Mao's Last Dancer,Director,http://www.imdb.com/title/tt1071812/,Mao's Last Dancer,http://www.boxofficemojo.com/movies/?id=maoslastdancer.htm,7549,nm0000915,8/20/2010,6/11/2010
1392,Brian Taylor,http://www.imdb.com/name/nm0962729/,2011,Ghost Rider: Spirit of Vengeance,Director,http://www.imdb.com/title/tt1071875/,Ghost Rider: Spirit of Vengeance,http://www.boxofficemojo.com/movies/?id=ghostrider2.htm,15882,nm0962729,2/17/2012,12/9/2011
1393,Mark Neveldine,http://www.imdb.com/name/nm0004410/,2011,Ghost Rider: Spirit of Vengeance,Director,http://www.imdb.com/title/tt1071875/,Ghost Rider: Spirit of Vengeance,http://www.boxofficemojo.com/movies/?id=ghostrider2.htm,8778,nm0004410,2/17/2012,12/9/2011
1394,Jason Friedberg,http://www.imdb.com/name/nm0294997/,2008,Meet the Spartans,Director,http://www.imdb.com/title/tt1073498/,Meet the Spartans,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,13048,nm0294997,1/25/2008,11/16/2007
1395,Aaron Seltzer,http://www.imdb.com/name/nm0783536/,2008,Meet the Spartans,Director,http://www.imdb.com/title/tt1073498/,Meet the Spartans,http://www.boxofficemojo.com/movies/?id=meetthespartans.htm,18644,nm0783536,1/25/2008,11/16/2007
1396,Sam Mendes,http://www.imdb.com/name/nm0005222/,2012,Skyfall,Director,http://www.imdb.com/title/tt1074638/,Skyfall,http://www.boxofficemojo.com/movies/?id=bond23.htm,2115,nm0005222,11/9/2012,8/31/2012
1397,Andy Fickman,http://www.imdb.com/name/nm0275698/,2009,Race to Witch Mountain,Director,http://www.imdb.com/title/tt1075417/,Race to Witch Mountain,http://www.boxofficemojo.com/movies/?id=racetowitchmountain.htm,10612,nm0275698,3/13/2009,1/2/2009
1398,Jimmy Hayward,http://www.imdb.com/name/nm0371755/,2010,Jonah Hex,Director,http://www.imdb.com/title/tt1075747/,Jonah Hex,http://www.boxofficemojo.com/movies/?id=jonahhex.htm,11375,nm0371755,6/18/2010,4/9/2010
1399,Tim Burton,http://www.imdb.com/name/nm0000318/,2012,Dark Shadows,Director,http://www.imdb.com/title/tt1077368/,Dark Shadows,http://www.boxofficemojo.com/movies/?id=darkshadows.htm,194,nm0000318,5/11/2012,3/2/2012
1400,Nick Cassavetes,http://www.imdb.com/name/nm0001024/,2009,My Sister's Keeper,Director,http://www.imdb.com/title/tt1078588/,My Sister's Keeper,http://www.boxofficemojo.com/movies/?id=mysisterskeeper.htm,1266,nm0001024,6/26/2009,4/17/2009
